article_index,article_title,article_date,sentence,category
537,"‘We Are at War,’ Netanyahu Says After Hamas Attacks Israel",10/7/2023,"
More  than  200  Palestinians  have  been  killed  in  the  West  Bank  so  far  this  year,  often  during  gun  battles  between  militants  and  the  Israeli  Army  —  a  two-decade  high. ",palestine
537,"‘We Are at War,’ Netanyahu Says After Hamas Attacks Israel",10/7/2023," At  least  36  Israelis  had  been  killed  this  year  before  Saturday’s  attack  —  also  a  two-decade  high.
",israel
538,‘No More Safe Places in Gaza’: Evacuees Face Airstrikes in North and South,10/17/2023,"
An  explosion  also  hit  Ahly  Arab  Hospital  in  Gaza  City,  killing  hundreds  of  Palestinians,  according  to  the  Gaza  Health  Ministry. ",palestine
538,‘No More Safe Places in Gaza’: Evacuees Face Airstrikes in North and South,10/17/2023," Two  days  before,  Mr.  Abu  Moleg  said,  a  house  close  to  theirs  was  hit,  killing  three  children  and  their  mother.
",palestine
539,"6-Year-Old Boy Fatally Stabbed in Anti-Muslim Attack, Authorities Say",10/15/2023," On  Oct.  7,  Hamas  launched  a  surprise  attack  against  Israel  that  left  more  than  1,300  Israelis  dead,  prompting  intense  retaliation  that  has  killed  2,670  people  in  Gaza,  according  to  officials  in  Gaza. ",both
540,C.I.A. Reports Contained General Warnings of Potential Gaza Flare-up,10/13/2023," On  the  day  the  Oct.  5  report  was  disseminated,  Hamas  said  two  of  its  members  in  the  West  Bank  were  killed  in  a  firefight  with  Israeli  forces.
",palestine
541,Israel Forms a Unity Government as the War Intensifies,10/11/2023,"
The  arrangement  was  made  as  Israeli  warplanes  struck  Hamas  targets  in  Gaza  for  a  fifth  day  and  more  evidence  emerged  of  the  trail  of  terror  inflicted  by  the  Hamas  incursion  over  the  weekend:  Bodies  were  in  the  streets,  people  were  shot  dead  at  a  bus  stop  and  bullet  holes  were  found  in  residential  walls.
",israel
541,Israel Forms a Unity Government as the War Intensifies,10/11/2023,"
Fears  of  a  humanitarian  disaster  were  also  growing  in  Gaza,  where  officials  say  at  least  1,100  Palestinians  have  been  killed. ",palestine
541,Israel Forms a Unity Government as the War Intensifies,10/11/2023," Here’s  what  we  know  about  the  Americans  who  are  missing  or  have  been  killed.
",israel
543,"For Hezbollah and Israel, the Stakes in Any Broader War Are High",10/18/2023," ""They  have  long-range  missiles,  precision-guided  missiles,  well-developed  cybercapabilities,""  she  said,  all  handing  Hezbollah  the  ability  to  cause  ""much  wider  harm  to  the  civilian  population""  in  Israel.She  added,  however,  that  Israel's  newfound  unity  after  months  of  division  over  the  Netanyahu  administration's  moves  to  weaken  Israel's  judiciary  would  help  if  Hezbollah  attacked.Despite  the  high  tensions  in  the  region,  both  Israel  and  Hezbollah  want  to  avoid  an  all-out  war  at  this  point  because  each  has  a  lot  to  lose,  according  to  analysts  and  former  Israeli  and  Lebanese  officials.Israel,  suffering  deep  trauma  from  the  Hamas  attack  on  Oct.  7  that  killed  more  than  1,400  and  saw  nearly  200  abducted  to  Gaza,  wants  to  focus  on  what  Mr.  Netanyahu  has  called  Israel's  effort  to  destroy  Hamas.Hezbollah's  leaders  frequently  call  for  the  destruction  of  Israel,  but  the  group  has  avoided  war  with  the  Israelis  for  more  than  a  decade,  suggesting  that  it  prefers  to  invest  its  efforts  elsewhere.",israel
543,"For Hezbollah and Israel, the Stakes in Any Broader War Are High",10/18/2023,"The  problem,  analysts  suggest,  is  that  the  more  forcefully  Israel  pursues  its  goal  of  attempting  to  wipe  out  Hamas,  the  more  pressure  there  will  be  on  Hezbollah  to  intervene.Hezbollah  called  for  protests  on  Wednesday  in  the  suburbs  of  southern  Beirut,  the  group's  stronghold,  according  to  Al  Manar,  the  Hezbollah-owned  Lebanese  broadcaster,  after  an  explosion  killed  hundreds  at  a  hospital  in  Gaza  City  on  Tuesday.Many  people  had  already  taken  to  the  streets  of  Lebanon's  capital  on  Tuesday  evening  after  the  explosion,  which  the  Gazan  authorities  blamed  on  an  Israeli  airstrike  and  the  Israeli  military  blamed  on  an  errant  rocket  launched  by  an  armed  Palestinian  group.Over  the  past  week,  Hezbollah  and  Israel  have  launched  tit-for-tat  attacks  across  the  border,  killing  relatively  small  numbers  of  people  on  both  sides  while  avoiding  greater  violence. ",both
543,"For Hezbollah and Israel, the Stakes in Any Broader War Are High",10/18/2023,"The  problem,  analysts  suggest,  is  that  the  more  forcefully  Israel  pursues  its  goal  of  attempting  to  wipe  out  Hamas,  the  more  pressure  there  will  be  on  Hezbollah  to  intervene.Hezbollah  called  for  protests  on  Wednesday  in  the  suburbs  of  southern  Beirut,  the  group's  stronghold,  according  to  Al  Manar,  the  Hezbollah-owned  Lebanese  broadcaster,  after  an  explosion  killed  hundreds  at  a  hospital  in  Gaza  City  on  Tuesday.Many  people  had  already  taken  to  the  streets  of  Lebanon's  capital  on  Tuesday  evening  after  the  explosion,  which  the  Gazan  authorities  blamed  on  an  Israeli  airstrike  and  the  Israeli  military  blamed  on  an  errant  rocket  launched  by  an  armed  Palestinian  group.Over  the  past  week,  Hezbollah  and  Israel  have  launched  tit-for-tat  attacks  across  the  border,  killing  relatively  small  numbers  of  people  on  both  sides  while  avoiding  greater  violence. ",both
543,"For Hezbollah and Israel, the Stakes in Any Broader War Are High",10/18/2023," On  Tuesday,  the  Israeli  military  said  it  had  targeted  fighters  attempting  to  infiltrate  Israeli  territory,  killing  some. ",israel
545,"Netanyahu warned Gazans to get out of the way of an onslaught, but most have nowhere to go.",10/8/2023,"
Israel’s  bombardment  of  Gaza  followed  a  land,  sea  and  air  assault  on  Israel  by  Palestinians  from  Gaza  on  Saturday  which  killed  about  600  Israelis,  according  to  an  initial  assessment  by  officials. ",israel
545,"Netanyahu warned Gazans to get out of the way of an onslaught, but most have nowhere to go.",10/8/2023," Israel  responded  with  heavy  strikes  on  Gaza  that  lasted  throughout  Sunday,  killing  dozens  of  Palestinians,  according  to  the  Gaza  Health  Ministry. ",palestine
545,"Netanyahu warned Gazans to get out of the way of an onslaught, but most have nowhere to go.",10/8/2023," The  ministry  said  in  total,  at  least  370  Palestinians  had  died,  but  that  includes  in  large  part  the  attackers  who  went  into  Israel.
",palestine
545,"Netanyahu warned Gazans to get out of the way of an onslaught, but most have nowhere to go.",10/8/2023,"
In  some  cases  entire  families  were  killed  inside  their  homes,  according  to  the  Gaza  Health  Ministry. ",palestine
546,Israeli Start-ups Are on the Front Lines,10/10/2023,"
Israel’s  entrepreneurs  brace  for  war 
 
The  Israel-Gaza  war  is  intensifying,  with  Israeli  forces  having  killed  about  1,500  Palestinian  fighters  in  retaliation  for  the  deadly  weekend  attacks  by  Hamas. ",palestine
548,Here is the latest on the war.,10/13/2023, The  Palestinian  Health  Ministry  in  Gaza  said  on  Friday  that  airstrikes  had  killed  at  least  70  Palestinians  and  wounded  200  others  who  were  attempting  to  flee  northern  Gaza  by  car  on  a  main  highway. ,palestine
548,Here is the latest on the war.,10/13/2023,"
Israel’s  retaliatory  airstrikes  since  Saturday,  when  Hamas’s  incursion  into  Israel  killed  more  than  1,300  people,  have  wiped  out  entire  neighborhoods. ",israel
548,Here is the latest on the war.,10/13/2023," The  Palestinian  Ministry  of  Health  said  on  Friday  that  at  least  1,900  Palestinians  had  been  killed  in  Gaza,  and  more  than  7,600  injured  since  the  war  began.
",palestine
548,Here is the latest on the war.,10/13/2023," Hamas  had  called  for  worldwide  demonstrations  on  Friday  against  Israeli  actions  in  Gaza.Ten  Palestinians  were  killed  by  Israeli  forces  on  Friday  during  confrontations  in  parts  of  the  Israeli-occupied  West  Bank,  the  Palestinian  Health  Ministry  said. ",palestine
548,Here is the latest on the war.,10/13/2023," At  least  49  Palestinians  have  been  killed  and  more  than  950  injured  in  the  West  Bank  since  Saturday,  the  ministry  said.The  U.S.  government  is  talking  with  Israeli  and  Egyptian  officials  about  getting  safe  passage  for  American  citizens,  including  Palestinian  Americans,  and  other  foreigners  out  of  Gaza  through  the  Rafah  border  crossing  with  Egypt,  a  senior  State  Department  official  said  on  Friday.The  U.S.  secretary  of  defense,  Lloyd  J.  Austin  III,  said  on  Friday  that  American  security  assistance  “is  already  rapidly  flowing  into  Israel”  as  he  met  with  the  Israeli  defense  minister  in  Tel  Aviv.The  Israeli  military  is  still  identifying  victims  of  the  Hamas  assault  last  weekend,  which  officials  say  number  at  least  1,300,  most  of  them  unarmed  civilians. ",both
550,"Poised for Attack, Israel Steps Up Calls for Gaza Residents to Leave ‘Battle Zone’",10/14/2023,"
The  Gazan  authorities  said  Israel  was  responsible  for  an  explosion  Friday  that  killed  at  least  70  people  traveling  in  a  convoy  of  vehicles  fleeing  south. ",palestine
550,"Poised for Attack, Israel Steps Up Calls for Gaza Residents to Leave ‘Battle Zone’",10/14/2023," The  attacks  killed  more  than  1,300  people,  the  deadliest  day  in  Israel’s  75-year  history  and  the  worst  mass  killing  of  Jews  in  a  single  day  since  the  Holocaust.
",israel
550,"Poised for Attack, Israel Steps Up Calls for Gaza Residents to Leave ‘Battle Zone’",10/14/2023," Palestinian  officials  say  2,228  people  have  been  killed  in  Gaza  in  the  past  week  and  that  more  than  8,744  have  been  injured.
",palestine
550,"Poised for Attack, Israel Steps Up Calls for Gaza Residents to Leave ‘Battle Zone’",10/14/2023,"
Twenty-nine  Americans  died  in  the  attacks  by  Hamas  in  Israel,  U.S.  officials  said. ",israel
550,"Poised for Attack, Israel Steps Up Calls for Gaza Residents to Leave ‘Battle Zone’",10/14/2023, France’s  foreign  ministry  said  Saturday  that  17  French  citizens  were  confirmed  to  have  been  killed. ,israel
550,"Poised for Attack, Israel Steps Up Calls for Gaza Residents to Leave ‘Battle Zone’",10/14/2023," Twenty-four  Thais  have  been  killed  and  13  have  been  wounded,  Thailand’s  Foreign  Ministry  said  Saturday. ",israel
550,"Poised for Attack, Israel Steps Up Calls for Gaza Residents to Leave ‘Battle Zone’",10/14/2023,"
The  United  Nations  reported  last  week  that  11  of  its  workers  had  been  killed  in  Israeli  airstrikes. ",palestine
550,"Poised for Attack, Israel Steps Up Calls for Gaza Residents to Leave ‘Battle Zone’",10/14/2023," The  International  Federation  of  Red  Cross  and  Red  Crescent  Societies  said  five  of  its  members  had  been  killed  in  the  conflict.
",palestine
551,Gaza’s health ministry says that Israel is striking medical facilities.,10/10/2023,"
At  least  five  medical  workers  have  been  killed,  the  ministry  said.
",palestine
551,Gaza’s health ministry says that Israel is striking medical facilities.,10/10/2023,"
The  strikes  came  as  part  of  Israel’s  response  to  Saturday’s  attack,  when  hundreds  of  Palestinian  gunmen  swept  across  Israel’s  border  with  Gaza,  killing  hundreds  of  civilians  and  soldiers  and  firing  thousands  of  rockets  toward  the  center  of  the  country. ",israel
551,Gaza’s health ministry says that Israel is striking medical facilities.,10/10/2023,"
At  least  765  Palestinians  have  been  killed  since  Saturday  and  4,000  injured,  according  to  Gaza’s  health  ministry.
",palestine
553,DealBook: The costs of a new war,10/9/2023,"
The  world  braces  for  fallout  from  the  Israel-Gaza  conflict

More  than  1,100  are  dead  as  Israel  fights  to  drive  out  Palestinian  militants  from  towns  near  the  Gaza  Strip,  two  days  after  hundreds  of  Israelis  were  killed  or  captured  in  surprise  attacks. ",israel
554,A Looming Invasion in Gaza,10/13/2023,"
Last  weekend’s  attacks  by  Hamas  —  killing  more  than  1,300  people,  mostly  civilians  —  have  changed  this  calculation. ",israel
555,The News Quiz,10/13/2023," Palestinian  militants  attacked  Israel  on  Saturday,  killing  hundreds  of  civilians  and  setting  off  a  war. ",israel
557,The Retired Israeli General Who Grabbed His Pistol and Took On Hamas,10/12/2023,"

The  Israeli  government  said  the  toll  in  the  devastating  incursion  by  Hamas  had  reached  1,200  people  killed,  most  of  them  unarmed  civilians.
",israel
557,The Retired Israeli General Who Grabbed His Pistol and Took On Hamas,10/12/2023," Gaza,  only  a  few  miles  away,  has  been  under  relentless  attack  by  Israeli  warplanes  since  Saturday,  killing  hundreds  of  Palestinians.

",palestine
557,The Retired Israeli General Who Grabbed His Pistol and Took On Hamas,10/12/2023,"

And  in  just  about  every  village  where  Israelis  have  been  slaughtered,  when  a  light  breeze  stirred  the  slender  eucalyptus  trees  it  also  carried  the  smell  of  death.
",israel
559,A Shaken Israel Is Forced Back to Its Eternal Dilemma,10/8/2023," But  75  years,  and  a  half-century,  respectively,  from  those  conflicts,  the  sight  of  villages  once  again  overrun,  hostages  seized  and  desperate  civilians  being  killed  by  Palestinian  militants  has  awakened  a  kind  of  primal  dread.
",israel
559,A Shaken Israel Is Forced Back to Its Eternal Dilemma,10/8/2023," Already  more  than  350  Palestinians  have  been  killed.
",palestine
561,Hamas Hijacked Victims’ Social Media Accounts to Spread Terror,10/17/2023, She  had  been  shot. ,israel
561,Hamas Hijacked Victims’ Social Media Accounts to Spread Terror,10/17/2023," Her  family  believes  she  was  killed  in  the  attack.
",israel
562,Israel-Hamas War Briefing: Hundreds are killed in a blast at a Gaza hospital,10/17/2023, Israel-Hamas  War  Briefing:  Hundreds  are  killed  in  a  blast  at  a  Gaza  hospital  T-I-T-L-E-E-N-D.  ,palestine
562,Israel-Hamas War Briefing: Hundreds are killed in a blast at a Gaza hospital,10/17/2023," 
Hundreds  are  killed  in  a  blast  at  a  Gaza  hospital

An  explosion  killed  hundreds  of  people  today  at  Al  Ahli  Arab  Hospital  in  Gaza  City  that  was  crowded  with  civilians  seeking  shelter,  Palestinian  officials  said.
",palestine
562,Israel-Hamas War Briefing: Hundreds are killed in a blast at a Gaza hospital,10/17/2023," 
Hundreds  are  killed  in  a  blast  at  a  Gaza  hospital

An  explosion  killed  hundreds  of  people  today  at  Al  Ahli  Arab  Hospital  in  Gaza  City  that  was  crowded  with  civilians  seeking  shelter,  Palestinian  officials  said.
",palestine
564,The Evening: Israel prepares for war in Gaza,10/12/2023," More  than  300,000  Palestinians  in  Gaza  have  lost  their  homes,  and  the  Health  Ministry  said  that  1,417  had  been  killed. ",palestine
565,Biden Urges Israel Not to Occupy Gaza And Says It Would Be a 'Big Mistake',10/16/2023,"President  Biden  warned  Israel  in  an  interview  aired  on  Sunday  not  to  reoccupy  Gaza,  his  first  significant  public  effort  to  restrain  America's  ally  in  the  wake  of  the  Hamas  assault  that  killed  more  than  1,300  people,  including  at  least  29  Americans.Mr. ",israel
565,Biden Urges Israel Not to Occupy Gaza And Says It Would Be a 'Big Mistake',10/16/2023," At  least  2,670  Palestinians  in  Gaza  have  been  killed,  according  to  the  Palestinian  Health  Ministry  in  Gaza,  and  an  additional  9,600  have  been  wounded.Mr. ",palestine
566,Biden Calls Attack 'Evil' And Confirms U.S. Hostages,10/11/2023,"""The  attack  has  been  all  the  more  personal  for  Mr.  Biden  and  his  team  given  that  at  least  14  Americans  were  among  those  killed  and  20  or  more  others  remain  missing  and  possibly  held  hostage  by  Hamas. ",israel
566,Biden Calls Attack 'Evil' And Confirms U.S. Hostages,10/11/2023,"""We've  had  hundreds  massacred,  families  wiped  out  in  their  beds  in  their  homes,  women  brutally  raped  and  murdered,  over  100  kidnapped,  including  children,""  Mr.  Netanyahu  told  Mr.  Biden,  according  to  a  transcript  released  by  the  prime  minister's  office. ",israel
566,Biden Calls Attack 'Evil' And Confirms U.S. Hostages,10/11/2023," ""They  took  dozens  of  children,  bound  them  up,  burned  them  and  executed  them. ",israel
566,Biden Calls Attack 'Evil' And Confirms U.S. Hostages,10/11/2023, They  beheaded  soldiers. ,israel
566,Biden Calls Attack 'Evil' And Confirms U.S. Hostages,10/11/2023,"More  than  1,000  civilians  slaughtered  --  not  just  killed,  slaughtered  --  in  Israel,  among  them  at  least  14  American  citizens  killed. ",israel
566,Biden Calls Attack 'Evil' And Confirms U.S. Hostages,10/11/2023,"More  than  1,000  civilians  slaughtered  --  not  just  killed,  slaughtered  --  in  Israel,  among  them  at  least  14  American  citizens  killed. ",israel
566,Biden Calls Attack 'Evil' And Confirms U.S. Hostages,10/11/2023,"More  than  1,000  civilians  slaughtered  --  not  just  killed,  slaughtered  --  in  Israel,  among  them  at  least  14  American  citizens  killed. ",israel
566,Biden Calls Attack 'Evil' And Confirms U.S. Hostages,10/11/2023,"More  than  1,000  civilians  slaughtered  --  not  just  killed,  slaughtered  --  in  Israel,  among  them  at  least  14  American  citizens  killed. ",israel
566,Biden Calls Attack 'Evil' And Confirms U.S. Hostages,10/11/2023," Parents  butchered,  using  their  bodies  trying  to  protect  their  children,  stomach-turning  reports  of  babies  being  killed,  entire  families  slain,  young  people  massacred  while  attending  a  music  festival  to  celebrate  peace.",israel
569,The Pathways to Peace Are Getting Darker,10/13/2023," Hamas  certainly  had  no  concern  for  international  prosecution  or  for  the  fate  of  the  liberal  rules-based  world  order  when  it  slaughtered  over  1,300  Israelis. ",israel
569,The Pathways to Peace Are Getting Darker,10/13/2023," Much  of  the  world  will  view  Israel’s  unfolding  and  brutal  retaliation  —  so  far,  more  than  400  Palestinian  children  have  been  killed,  according  to  the  Palestinian  health  ministry  —  as  justified.
",palestine
570,Rescuers in Gaza struggle with dwindling fuel and a lack of equipment.,10/11/2023," The  United  Nations  said  that  since  Saturday  —  when  Hamas  gunmen  staged  a  large-scale  attack  in  Israel  that  killed  hundreds  of  civilians  —  nine  ambulances  have  been  hit  in  Gaza  and  added  that  there  have  been  13  attacks  on  health  care  facilities.
",israel
570,Rescuers in Gaza struggle with dwindling fuel and a lack of equipment.,10/11/2023,"
The  Gazan  authorities  said  that  at  least  950  Palestinians  have  been  killed  and  5,000  wounded  in  the  fighting.
",palestine
571,Gaza Crisis Unites American Muslims in Anger and Mourning,10/13/2023,"
There  were  few  direct  mentions  of  the  attack  that  Hamas  unleashed  in  Israel  on  Oct.  7,  in  which  at  least  1,300  people  were  killed  and  150  taken  hostage,  provoking  the  latest  military  barrage  from  Israel. ",israel
571,Gaza Crisis Unites American Muslims in Anger and Mourning,10/13/2023," The  Palestinian  Ministry  of  Health  has  said  that  at  least  1,900  Palestinians  have  been  killed  in  the  current  conflict.
",palestine
571,Gaza Crisis Unites American Muslims in Anger and Mourning,10/13/2023,"
“They  are  being  killed  by  the  thousands,”  Dr.  Kholaki  said. ",palestine
571,Gaza Crisis Unites American Muslims in Anger and Mourning,10/13/2023,"
Mohamed  El-Sharkawy,  63,  said  one  of  his  nephews  had  been  killed  on  the  first  day  of  Israel’s  airstrikes  and  two  of  his  nieces’  homes  were  destroyed. ",palestine
572,"In Unforgiving Terms, Biden Condemns ‘Evil’ and ‘Abhorrent’ Attack on Israel",10/10/2023,"
The  attack  has  been  all  the  more  personal  for  Mr.  Biden  and  his  team  given  that  at  least  14  Americans  were  among  those  killed  and  20  or  more  others  remain  missing  and  possibly  held  hostage  by  Hamas. ",israel
572,"In Unforgiving Terms, Biden Condemns ‘Evil’ and ‘Abhorrent’ Attack on Israel",10/10/2023,"
“We’ve  had  hundreds  massacred,  families  wiped  out  in  their  beds  in  their  homes,  women  brutally  raped  and  murdered,  over  100  kidnapped,  including  children,”  Mr.  Netanyahu  told  Mr.  Biden,  according  to  a  transcript  released  by  the  prime  minister’s  office. ",israel
572,"In Unforgiving Terms, Biden Condemns ‘Evil’ and ‘Abhorrent’ Attack on Israel",10/10/2023," “They  took  dozens  of  children,  bound  them  up,  burned  them  and  executed  them. ",israel
572,"In Unforgiving Terms, Biden Condemns ‘Evil’ and ‘Abhorrent’ Attack on Israel",10/10/2023, They  beheaded  soldiers. ,israel
572,"In Unforgiving Terms, Biden Condemns ‘Evil’ and ‘Abhorrent’ Attack on Israel",10/10/2023," “More  than  1,000  civilians  slaughtered  —  not  just  killed,  slaughtered  —  in  Israel,  among  them  at  least  14  American  citizens  killed. ",israel
572,"In Unforgiving Terms, Biden Condemns ‘Evil’ and ‘Abhorrent’ Attack on Israel",10/10/2023," “More  than  1,000  civilians  slaughtered  —  not  just  killed,  slaughtered  —  in  Israel,  among  them  at  least  14  American  citizens  killed. ",israel
572,"In Unforgiving Terms, Biden Condemns ‘Evil’ and ‘Abhorrent’ Attack on Israel",10/10/2023," “More  than  1,000  civilians  slaughtered  —  not  just  killed,  slaughtered  —  in  Israel,  among  them  at  least  14  American  citizens  killed. ",israel
572,"In Unforgiving Terms, Biden Condemns ‘Evil’ and ‘Abhorrent’ Attack on Israel",10/10/2023," “More  than  1,000  civilians  slaughtered  —  not  just  killed,  slaughtered  —  in  Israel,  among  them  at  least  14  American  citizens  killed. ",israel
572,"In Unforgiving Terms, Biden Condemns ‘Evil’ and ‘Abhorrent’ Attack on Israel",10/10/2023," Parents  butchered,  using  their  bodies  trying  to  protect  their  children,  stomach-turning  reports  of  babies  being  killed,  entire  families  slain,  young  people  massacred  while  attending  a  music  festival  to  celebrate  peace.”
",israel
577,Biden Pledged Solidarity in His Visit to Israel. He Also Urged Caution.,10/18/2023," As  Israel  seeks  to  destroy  Hamas,  which  killed  more  than  1,400  people  and  took  nearly  200  hostages,  his  message  was  that  it  should  not  give  into  excesses  that  cause  unnecessary  loss  of  innocent  life  —  and  in  the  process,  squander  the  world’s  sympathy  the  way  the  United  States  eventually  did  two  decades  ago.
",israel
577,Biden Pledged Solidarity in His Visit to Israel. He Also Urged Caution.,10/18/2023," The  health  ministry  there  said  hundreds  of  people  were  killed.
",palestine
577,Biden Pledged Solidarity in His Visit to Israel. He Also Urged Caution.,10/18/2023,"
The  Israeli  prime  minister  again  recounted  for  Mr.  Biden  the  horrors  of  the  attack,  describing  women  being  raped,  soldiers  being  beheaded  and  children  hunted  down  in  hiding  places  in  their  homes. ",israel
577,Biden Pledged Solidarity in His Visit to Israel. He Also Urged Caution.,10/18/2023,"
John  F.  Kirby,  a  spokesman  for  the  White  House  National  Security  Council,  played  down  the  rupture,  saying  that  Mr.  Abbas  felt  compelled  to  leave  Amman  to  return  to  the  West  Bank  to  observe  three  days  of  mourning  for  the  hundreds  killed  at  the  hospital.
",palestine
579,U.S. Pushes Closer Ties For Saudis and Israelis,10/10/2023," The  new  war  will  almost  certainly  throw  off  that  timeline,  but  U.S.  officials  have  been  telling  Saudi  and  Israeli  officials  in  calls  over  the  weekend  that  they  are  hopeful  the  discussions  can  continue.They  are  also  watching  Saudi  reaction  carefully  and  gauging  whether  Prince  Mohammed  might  change  his  stance,  especially  if  the  Israeli  military  kills  many  Palestinian  civilians  in  a  Gaza  offensive,  which  would  ignite  outrage  across  the  Arab  world.On  Saturday,  after  the  Hamas  assault,  the  Saudi  Foreign  Ministry  released  a  statement  that  did  not  explicitly  denounce  the  attack  and  instead  laid  the  blame  on  Israel,  saying  that  the  Saudi  government  had  repeatedly  warned  ""of  the  dangers  of  the  explosion  of  the  situation  as  a  result  of  the  continued  occupation,  the  deprivation  of  the  Palestinian  people  and  their  legitimate  rights  and  the  repetition  of  systemic  provocations  against  its  sanctities.""",palestine
580,"Israeli troops wait in fields near Gaza, signaling an imminent invasion.",10/14/2023,"
On  Saturday,  eight  days  after  Hamas  launched  its  surprise  assault  on  nearby  Israeli  communities,  killing  at  least  1,300  people,  and  after  a  week  of  punishing  Israeli  airstrikes  on  the  Hamas-run  Gaza  Strip,  the  pastoral  farmland  around  the  border  has  been  transformed. ",israel
580,"Israeli troops wait in fields near Gaza, signaling an imminent invasion.",10/14/2023,"
Around  the  border,  some  reservists  caught  an  afternoon  nap,  lying  on  the  ground  under  the  trees  just  outside  the  gate  of  Be’eri,  one  of  the  worst-hit  communities,  where  more  than  100  people  were  killed. ",israel
580,"Israeli troops wait in fields near Gaza, signaling an imminent invasion.",10/14/2023," He  also  visited  two  of  the  communities,  Be’eri  and  Kfar  Aza,  where  scores  of  civilians  were  slaughtered  during  the  incursion.
",israel
580,"Israeli troops wait in fields near Gaza, signaling an imminent invasion.",10/14/2023," Emerging  after  a  couple  of  loud  booms,  one  reservist  said  that  given  the  extreme  cruelty  shown  by  the  Hamas  infiltrators,  who  killed  grandparents  and  babies,  the  coming  battle  was  no  longer  about  defending  Israel  but  a  matter  of  defending  humanity. ",israel
583,"A Sudden Blast, Then Carnage in a Hospital Courtyard",10/18/2023," “We’ve  never  lived  through  a  war  this  intense,”  said  a  Palestinian  journalist  who  captured  the  aftermath  of  the  blast  in  Gaza  that  killed  hundreds.
",palestine
583,"A Sudden Blast, Then Carnage in a Hospital Courtyard",10/18/2023,"
Then  something  struck  nearby,  he  recounted  on  Wednesday,  sending  an  explosion  throughout  the  area  that  killed  hundreds  of  people. ",palestine
583,"A Sudden Blast, Then Carnage in a Hospital Courtyard",10/18/2023," The  Gaza  health  ministry  said  Wednesday  that  at  least  471  people  were  killed.
",palestine
583,"A Sudden Blast, Then Carnage in a Hospital Courtyard",10/18/2023,"
Israel’s  intense  bombardment  of  Gaza  began  on  Oct.  7  in  response  to  a  surprise  attack  by  Hamas  that  killed  roughly  1,400  people  in  Israel. ",israel
583,"A Sudden Blast, Then Carnage in a Hospital Courtyard",10/18/2023," More  than  3,500  Palestinians  have  been  killed  since  the  strikes  began,  according  to  the  Gaza  health  ministry.
",palestine
583,"A Sudden Blast, Then Carnage in a Hospital Courtyard",10/18/2023,"
Many  of  those  killed  at  the  hospital  were  women  and  children,  said  Dr.  Ashraf  al-Qudra,  a  spokesman  for  the  Health  Ministry  in  Gaza. ",palestine
585,Here’s the latest on the war.,10/17/2023," 
Hundreds  of  people  were  killed  by  an  explosion  at  a  hospital  in  Gaza  City  on  Tuesday  night  where  thousands  of  civilians  had  been  sheltering,  a  loss  of  life  that  ignited  protests  across  the  Arab  world  on  the  same  day  President  Biden  left  for  Israel.
",palestine
585,Here’s the latest on the war.,10/17/2023,"
Israel  has  blocked  basic  necessities  from  reaching  Gaza  and  has  launched  daily  airstrikes  in  retaliation  for  the  Oct.  7  cross-border  attacks,  in  which  1,400  Israelis  died  and  200  people  were  taken  hostage  by  the  Hamas  militants  who  control  the  enclave.
",israel
585,Here’s the latest on the war.,10/17/2023," At  least  72  people  were  killed  and  dozens  more  were  wounded  in  attacks  on  residential  buildings  in  the  cities  of  Khan  Younis  and  Rafah,  Gaza’s  Interior  Ministry  said. ",palestine
585,Here’s the latest on the war.,10/17/2023," The  Israeli  military  said  on  Tuesday  morning  that  it  had  struck  Hamas  targets.Hamas  said  that  one  of  its  commanders,  Ayman  Nofal,  was  killed  in  an  Israeli  strike  on  a  refugee  camp  in  central  Gaza. ",palestine
586,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/8/2023," The  Palestinian  militant  group  sent  hundreds  of  fighters  through  breached  walls,  breaking  through  with  bulldozers  and  then  killing  civilians  and  soldiers  in  shooting  sprees  that  went  on  for  hours.
",israel
586,Hamas Attack Raises Questions Over an Israeli Intelligence Failure,10/8/2023," The  Palestinian  militant  group  sent  hundreds  of  fighters  through  breached  walls,  breaking  through  with  bulldozers  and  then  killing  civilians  and  soldiers  in  shooting  sprees  that  went  on  for  hours.
",israel
588,I Hope Someone Somewhere Is Being Kind to My Boy,10/12/2023, An  estimated  260  people  were  killed  in  that  attack. ,israel
590,Israel Plans Gaza Invasion to Avenge Hamas Atrocities,10/15/2023,"

The  military  has  announced  that  its  ultimate  goal  is  to  wipe  out  the  top  political  and  military  hierarchy  of  Hamas,  the  Palestinian  group  that  controls  Gaza  and  led  last  week’s  terrorist  attacks  in  Israel  that  killed  1,300  people.
",israel
590,Israel Plans Gaza Invasion to Avenge Hamas Atrocities,10/15/2023,"

Hamas  terrorists  and  their  allies  massacred  civilians  in  their  homes;  shot  and  killed  hundreds  of  others  in  the  street  and  at  a  dance  music  festival;  and  kidnapped  at  least  150  other  people.
",israel
592,Biden to Visit Israel as Gaza’s Crisis Worsens Under Siege,10/17/2023,"

The  trip  by  Biden  —  announced  by  Secretary  of  State  Antony  Blinken  early  Tuesday  morning  in  Israel,  on  the  eve  of  a  potential  escalation  of  the  conflict  in  the  Middle  East  —  will  be  a  remarkable  gamble  less  than  two  weeks  after  the  Oct.  7  terrorist  attacks  that  killed  more  than  1,400  people  in  southern  Israel.

",israel
