article_index,article_title,article_date,sentence,category,auto_tagged_voice
990,"Hamas Frees Two U.S. Hostages, a Mother and a Daughter, for 'Humanitarian Reasons'",2023-10-21," Their  releases  came  after  negotiations  involving  officials  in  Qatar,  who  served  as  mediators  between  the  United  States  and  Hamas,  the  Palestinian  group  that  controls  the  Gaza  Strip.The  women,  dual  American-Israeli  citizens  who  live  in  Illinois,  had  been  kidnapped  from  Kibbutz  Nahal  Oz  during  the  Oct.  7  Hamas  attacks  on  Israel  that  killed  some  1,400  people,  and  taken  back  to  the  Gaza  Strip. ",israel,ACTIVE
990,"Hamas Frees Two U.S. Hostages, a Mother and a Daughter, for 'Humanitarian Reasons'",2023-10-21," Hamas  has  said  that  Israel's  bombing  campaign  in  retaliation  for  the  Oct.  7  attack  has  killed  a  number  of  hostages,  along  with  the  Hamas  militants  holding  them.Most  of  the  captives  were  taken  from  small  Israeli  towns  near  the  border  with  Gaza;  others  were  abducted  from  military  bases  or  from  an  all-night  music  festival. ",israel,ACTIVE
990,"Hamas Frees Two U.S. Hostages, a Mother and a Daughter, for 'Humanitarian Reasons'",2023-10-21," ""This  is  actually  a  murderous  terrorist  organization  that  right  now  holds  babies,  children,  women  and  elderly  people  hostage  in  the  Gaza  Strip,""  he  told  reporters.The  issue  of  hostages  has  long  been  a  deeply  emotional  one  in  Israel,  as  well  as  a  tactic  used  in  the  past  by  Hamas  and  Hezbollah,  the  Shiite  militant  organization  in  Lebanon.Hamas  is  believed  to  be  holding  two  Israeli  civilians  who  entered  Gaza  in  2014  on  foot,  as  well  as  the  remains  of  two  Israeli  soldiers  killed  during  a  war  that  year.And  in  2006,  Hamas  seized  an  Israel  soldier,  Gilad  Shalit,  and  held  him  in  Gaza  for  five  years. ",israel,
990,"Hamas Frees Two U.S. Hostages, a Mother and a Daughter, for 'Humanitarian Reasons'",2023-10-21," She  said  the  children  belonged  to  her  neighbor,  who  was  killed  in  the  attack.Earlier  this  week,  Hamas  released  a  short  video  of  Mia  Schem,  21,  who  was  abducted  during  the  Hamas  assault  on  the  music  festival. ",israel,PASSIVE
209,Israel Is Urged To Avoid a War With Hezbollah,2023-10-22," officials  feared  that  Mr.  Netanyahu  might  approve  a  pre-emptive  strike  on  Hezbollah  in  the  immediate  aftermath  of  the  Oct.  7  attacks  by  Hamas,  which  killed  more  than  1,400  people. ",israel,ACTIVE
808,Will the Middle East War Change Voters’ Views of Biden?,2023-10-21,"
Mr.  Biden’s  forceful  proclamation  of  the  nation’s  leadership  on  the  international  stage  since  the  Hamas  attacks  that  killed  more  than  1,400  Israelis  —  he  has  given  two  major  White  House  speeches  and  traveled  to  Tel  Aviv  to  meet  with  local  leaders  and  console  grieving  Israelis  —  has  given  Democrats  hope  that  he  can  persuade  skeptical  voters  to  view  him  in  a  new  light.
",israel,ACTIVE
197,The Safety of the Hostages Must Come First,2023-10-19, Everyone  I  know  knows  somebody  who  was  killed  or  affected  by  the  excruciating  events  of  the  past  week. ,israel,PASSIVE
197,The Safety of the Hostages Must Come First,2023-10-19, Hundreds  of  people  were  murdered  at  the  festival;  some  were  taken  hostage. ,israel,PASSIVE
116,Martin Scorsese’s New Film,2023-10-22,"
ISRAEL-HAMAS  WAR

Regional  Conflict

Israel  is  preparing  for  a  ground  invasion  of  Gaza,  but  many  are  worried  about  a  wider  war  after  violence  on  the  border  with  Lebanon  and  in  the  West  Bank.President  Biden  has  urged  Israeli  leaders  not  to  strike  Hezbollah,  the  powerful  militia  in  Lebanon,  to  avoid  escalation.A  Palestinian  Israeli  paramedic  was  killed  by  Hamas. ",both,PASSIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21,"
Saturday  marked  two  weeks  since  the  Hamas  rampage  that  killed  more  than  1,400  Israelis  and  triggered  Israel’s  declaration  of  war. ",israel,ACTIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21,"
As  of  Friday,  at  least  22  journalists  have  been  killed  in  the  war,  according  to  the  Committee  to  Protect  Journalists.
",both,PASSIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21,"







Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Amit  Elkayam/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Yousef  Masoud/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  pray  near  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















A  Palestinian  woman  prays  near  the  bodies  of  people  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Yousef  Masoud/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Yousef  Masoud/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  pray  near  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Sergey  Ponomarev/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Sergey  Ponomarev/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  near  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,ACTIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Avishag  Shaar-Yashuv/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Avishag  Shaar-Yashuv/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Sergey  Ponomarev/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Palestinian  women  mourn  over  the  loss  of  their  relatives  who  were  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  southern  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,PASSIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  pray  after  placing  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Avishag  Shaar-Yashuv/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  carry  the  bodies  of  their  relatives  killed  in  an  Israeli  airstrike  on  Khan  Younis  during  their  funerals  in  southern  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,ACTIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Sergey  Ponomarev/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  near  the  bodies  of  relatives  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  southern  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,ACTIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Yousef  Masoud/The  New  York  Times)



















Mourners  near  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,ACTIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Yousef  Masoud/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Amit  Elkayam/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Tamir  Kalifa/The  New  York  Times)



















Mourners  near  the  bodies  of  relatives  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  southern  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,ACTIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Yousef  Masoud/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Palestinian  women  mourn  over  the  loss  of  their  relatives  who  were  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  southern  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,PASSIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Palestinians  place  the  bodies  of  their  relatives  killed  in  an  Israeli  airstrike  in  a  truck  to  go  to  bury  them  in  a  cemetery  in  Khan  Younis,  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,ACTIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Avishag  Shaar-Yashuv/The  New  York  Times)



















Mourners  near  the  bodies  of  relatives  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  southern  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,ACTIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Sergey  Ponomarev/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Sergey  Ponomarev/The  New  York  Times)



















Mourners  carry  the  body  of  a  man  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  southern  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Tamir  Kalifa/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Yousef  Masoud/The  New  York  Times)



















Mourners  near  the  bodies  of  relatives  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  southern  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,ACTIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Tamir  Kalifa/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  grieve  over  the  bodies  of  relatives  killed  by  Israeli  airstrikes  at  a  makeshift  morgue  in  Khan  Younis,  in  southern  Gaza,  on  Friday,  Oct.  20,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Yousef  Masoud/The  New  York  Times)



















Mourners  pray  near  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Palestinians  place  the  body  of  a  relative  killed  in  an  Israeli  airstrike  on  Khan  Younis,  in  southern  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,ACTIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Yousef  Masoud/The  New  York  Times)



















A  mourner  carries  the  body  of  a  child  killed  in  an  Israeli  airstrike  on  Khan  Younis  into  a  morgue  in  southern  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,ACTIVE
263,First Humanitarian Aid Reaches a Hard-Pressed Gaza,2023-10-21," (Samar  Abu  Elouf/The  New  York  Times)



















Mourners  place  the  bodies  of  relatives  killed  in  Israeli  airstrikes  on  Nuseirat  and  Deir  al-Balah  in  Gaza,  on  Sunday,  Oct.  22,  2023. ",palestine,
39,Friday Briefing: Biden addresses the U.S.,2023-10-19," Hopes  are  high  that  the  aid  trucks  would  be  able  to  cross  into  Gaza  today,  according  to  the  U.N.

Hospital  explosion:  U.S.  intelligence  agencies  said  that  a  deadly  blast  at  Ahli  Arab  Hospital  killed  100  to  300  people,  a  more  conservative  estimate  than  that  given  by  officials  in  Gaza. ",palestine,ACTIVE
262,The Morning: ‘Killers of the Flower Moon’,2023-10-22,"
ISRAEL-HAMAS  WAR

Israel  is  preparing  for  a  ground  invasion  of  Gaza,  but  many  are  worried  about  a  wider  war  after  violence  on  the  border  with  Lebanon  and  in  the  West  Bank.President  Biden  has  urged  Israeli  leaders  not  to  strike  Hezbollah,  the  powerful  militia  in  Lebanon,  to  avoid  escalation.A  Palestinian  Israeli  paramedic  was  killed  by  Hamas. ",both,PASSIVE
1252,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-20," Amid  a  war  between  Israel  and  Hamas  that  has  killed  thousands,  more  than  2  million  people  are  trapped  in  the  territory,  many  of  them  displaced  from  their  homes,  with  rapidly  dwindling  vital  supplies.
",both,ACTIVE
1252,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-20,"
The  primary  concern  voiced  by  the  Israeli  government  is  that  the  aid  not  strengthen  or  fall  into  the  hands  of  Hamas,  whose  Oct.  7  assault  into  Israel  killed  some  1,400  people  and  captured  about  200  hostages.
",israel,ACTIVE
1252,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-20,"
More  than  4,100  people  in  Gaza  have  been  killed  in  the  conflict,  according  to  Hamas’s  health  ministry,  with  an  unknown  number  still  buried,  dead  or  alive,  under  the  rubble. ",palestine,PASSIVE
1252,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-20," Among  those  killed  have  been  dozens  of  aid,  rescue  and  medical  workers.
",palestine,
1252,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-20,"
On  Friday,  a  strike  hit  a  school-turned-shelter  in  central  Gaza,  killing  six  people,  according  to  a  U.N.  relief  agency,  and  another  struck  the  compound  of  a  Greek  Orthodox  Church  in  Gaza  City,  in  the  north,  that  was  also  sheltering  displaced  people,  killing  at  least  16,  according  to  the  Gaza  health  ministry. ",palestine,ACTIVE
1252,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-20,"
On  Friday,  a  strike  hit  a  school-turned-shelter  in  central  Gaza,  killing  six  people,  according  to  a  U.N.  relief  agency,  and  another  struck  the  compound  of  a  Greek  Orthodox  Church  in  Gaza  City,  in  the  north,  that  was  also  sheltering  displaced  people,  killing  at  least  16,  according  to  the  Gaza  health  ministry. ",palestine,ACTIVE
1252,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-20,"
The  Israeli  bombing  campaign  has  prompted  protests  in  many  countries,  particularly  Muslim  ones,  and  a  surge  of  deadly  violence  in  the  Israeli-occupied  West  Bank,  where  13  Palestinians  and  one  Israeli  officer  were  killed  in  clashes  on  Thursday,  according  to  Palestinian  and  Israeli  officials.
",both,PASSIVE
1252,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-20,"
The  worst  violence  took  place  in  the  Nur  Shams  refugee  camp,  a  densely  populated  residential  area  that  Israeli  forces  raided  Thursday  morning,  where  five  of  those  killed  were  children,  Palestinian  health  authorities  said. ",palestine,ACTIVE
1252,"Promised Aid to Gaza Is Stalled by Wrangling, as Conditions Worsen",2023-10-20,"
But  Palestinians  in  Nur  Shams  fought  back,  shooting  and  throwing  improvised  explosives  at  Israeli  soldiers,  killing  one  officer,  the  Israeli  military  said.
",israel,
185,"Biden’s Aid, and Pointed Advice, to Israel",2023-10-19," By  providing  military  aid  to  Israel,  the  U.S.  government  is  fueling  the  Israeli  government’s  vastly  disproportionate  response,  in  which  it  has  already  killed  more  Palestinian  civilians  than  Israeli  civilians  were  killed  by  Hamas.
",both,ACTIVE
185,"Biden’s Aid, and Pointed Advice, to Israel",2023-10-19," By  providing  military  aid  to  Israel,  the  U.S.  government  is  fueling  the  Israeli  government’s  vastly  disproportionate  response,  in  which  it  has  already  killed  more  Palestinian  civilians  than  Israeli  civilians  were  killed  by  Hamas.
",both,PASSIVE
185,"Biden’s Aid, and Pointed Advice, to Israel",2023-10-19,"
Mr.  Biden  may  have  urged  the  Israeli  people  not  to  be  consumed  by  the  rage  they  feel  about  the  Hamas  terror  attacks,  but  that  statement  is  completely  contradicted  by  his  sending  the  very  weapons  that  the  Israeli  military  is  using  to  kill  civilians.
",palestine,ACTIVE
797,A Hamas leader says not all of the Israeli hostages are being held by his group.,2023-10-19," More  than  1,400  Israelis  were  killed.
",israel,PASSIVE
538,The Moral Deficiencies of a Liberal Education,2023-10-22," The  attackers  targeted  and  killed  over  1,000  civilians. ",israel,
538,The Moral Deficiencies of a Liberal Education,2023-10-22," They  killed  babies  and  children,  people  attending  a  concert  and  people  from  Thailand,  Nepal  and  more  than  a  dozen  other  countries  who  could  hardly  be  responsible  for  the  decades  of  Israeli-Palestinian  violence,  as  if  that  could  be  any  justification. ",israel,ACTIVE
202,"A Gaza doctor loses his wife and son, then treats his daughter.",2023-10-19," But  the  same  strike  killed  his  wife  and  eldest  son,  he  and  the  head  of  the  hospital,  Dr.  Yousef  Al  Akkad,  said.
",palestine,ACTIVE
818,Sunak Visits Israel in Display of British Support,2023-10-19,"
The  British  government  said  on  Wednesday  that  at  least  seven  of  its  citizens  were  killed  in  the  Hamas  attacks  on  Oct.  7  and  that  a  further  nine  were  still  missing,  some  of  whom  are  thought  to  be  held  hostage. ",israel,PASSIVE
1104,"In Turmoil of Two Wars, Biden Sees U.S. Leadership as Essential",2023-10-20," After  the  horrific  scenes  of  burned  babies  and  kibbutz  residents  shot,  raped  or  taken  hostage  by  Hamas,  he  will  almost  certainly  get  the  billions  he  is  expected  to  ask  for  tonight  to  defend  Israel. ",israel,ACTIVE
290,Photos: Life Under the Bombs in Khan Younis,2023-10-19,"
But  by  early  Tuesday,  Khan  Younis  had  been  hit  again  by  Israeli  airstrikes,  killing  and  injuring  many  and  destroying  buildings. ",palestine,ACTIVE
290,Photos: Life Under the Bombs in Khan Younis,2023-10-19," These  images  were  taken  before  the  explosion  on  Tuesday  near  the  Ahli  Arab  Hospital  in  Gaza  City,  north  of  the  demarcation  line,  which,  Palestinian  officials  said,  killed  hundreds.
",palestine,ACTIVE
