,article_index,article_title,article_date,sentence,category,auto_tagged_voice
574,361,Israel declares war against Hamas,10/9/2023," 
combined  death  toll  is  over  1,000

Ground  incursion  expected  soon  in  Gaza



SDEROT,  Israel  -  Israel  formally  declared  war  against  the  Palestinian  militant  group  Hamas  on  Sunday  as  it  reeled  from  a  surprise  attack  that  killed  more  than  700  people,  opening  the  way  for  a  major  escalation  in  fighting  that  already  threatened  to  engulf  the  region. ",israel,ACTIVE
575,361,Israel declares war against Hamas,10/9/2023," A  swelling  counterattack  by  Israeli  forces  in  Gaza  also  killed  more  than  400  people,  including  78  children,  as  residents  braced  for  a  more  punishing  campaign  that  some  feared  would  include  an  Israeli  ground  invasion.
",palestine,ACTIVE
576,361,Israel declares war against Hamas,10/9/2023," Dozens  more  were  taken  hostage  and  transferred  to  the  Gaza  Strip,  where  local  health  authorities  said  late  Sunday  that  413  people  had  been  killed  so  far  in  Israeli  military  strikes.
",palestine,PASSIVE
577,361,Israel declares war against Hamas,10/9/2023,"
Foreign  nationals  were  among  those  killed  and  captured  in  Israel. ",israel,
578,361,Israel declares war against Hamas,10/9/2023,"
In  Alexandria,  Egypt,  two  Israeli  tourists  and  their  Egyptian  guide  were  shot  and  killed,  Israel's  Foreign  Ministry  said,  blaming  the  attack  on  a  ""local  individual."" ",israel,PASSIVE
579,361,Israel declares war against Hamas,10/9/2023,"
In  Alexandria,  Egypt,  two  Israeli  tourists  and  their  Egyptian  guide  were  shot  and  killed,  Israel's  Foreign  Ministry  said,  blaming  the  attack  on  a  ""local  individual."" ",israel,
580,363,"In Gaza, no one can believe their eyes",10/10/2023, Only  around  two  hours  later  do  we  begin  to  see  a  flood  of  photos  and  videos  of  Gaza  militants  killing  soldiers  and  civilians  and  taking  others  as  prisoners. ,israel,ACTIVE
581,363,"In Gaza, no one can believe their eyes",10/10/2023,"
Now  it's  the  fourth  day,  and  at  least  900  people  in  Gaza  have  been  killed,  about  half  of  them  children  and  women. ",palestine,PASSIVE
582,363,"In Gaza, no one can believe their eyes",10/10/2023," On  Monday,  my  aunt  called  to  inform  us  that  our  pregnant  cousin  had  been  killed  in  an  airstrike  on  a  mosque  bordering  their  house. ",palestine,PASSIVE
583,363,"In Gaza, no one can believe their eyes",10/10/2023, I  arrived  home  half  an  hour  later  to  the  news  that  more  than  50  people  had  been  killed  in  the  strike. ,palestine,PASSIVE
584,364,"As bombs fall, Gazans have nowhere to escape",10/11/2023,"
Israel  announced  a  ""complete  siege""  of  the  Gaza  Strip  on  Monday,  two  days  after  an  unprecedented  assault  by  Hamas  militants,  who  killed  more  than  1,000  people,  many  of  them  civilians.
",israel,ACTIVE
585,364,"As bombs fall, Gazans have nowhere to escape",10/11/2023,"
Israel  has  pounded  Gaza  with  airstrikes  for  four  days,  killing  more  than  900  people,  according  to  the  Palestinian  Health  Ministry. ",palestine,ACTIVE
586,364,"As bombs fall, Gazans have nowhere to escape",10/11/2023,"
At  least  six  journalists  have  been  killed  in  the  enclave  since  Saturday,  according  to  the  Committee  to  Protect  Journalists. ",palestine,PASSIVE
587,364,"As bombs fall, Gazans have nowhere to escape",10/11/2023,"
His  news  outlet  later  announced  that  he  had  died  of  his  injuries. ",palestine,ACTIVE
588,368,Hamas is emulating ISIS's horrors. But ISIS lost.,10/18/2023," The  stories  of  Hamas  terrorists  slaughtering  babies  and  seniors,  indeed  wiping  out  entire  families,  are  seared  in  the  minds  of  Israelis  and  are  driving  the  Israel  Defense  Forces  to  prepare  a  massive  military  assault  designed  to  eradicate  Hamas. ",israel,
589,369,Wednesday briefing: Gaza hospital blast; Jim Jordan’s House speaker bid; Alec Baldwin; Direct File; and more,10/18/2023,"


What  to  know:  Hundreds  of  people  were  killed  in  the  blast  at  al-Ahli  hospital  in  Gaza  City,  Palestinian  authorities  said. ",palestine,PASSIVE
590,372,Video shows apparent death of Israeli hostages in Hamas custody,10/9/2023," 
At  least  four  Israelis  taken  hostage  by  Hamas  during  their  unprecedented  incursion  into  Israel  on  Saturday  were  killed  soon  after  being  taken  captive,  according  to  videos  reviewed  by  The  Washington  Post. ",israel,PASSIVE
591,372,Video shows apparent death of Israeli hostages in Hamas custody,10/9/2023," ""It's  clear  to  us  that  when  [Hamas]  went  in  [to  the  area],  they  just  basically  mowed  down  and  murdered  anyone  that  they  found  however  they  found  them  —  in  their  cars  and  their  houses.""
",israel,ACTIVE
592,374,"As Gaza humanitarian crisis intensifies, Egypt resists opening to refugees",10/14/2023,"
Israeli  Prime  Minister  Benjamin  Netanyahu  told  Palestinians  in  Gaza  to  ""get  out  now""  on  Saturday,  as  he  vowed  to  avenge  the  shocking  attack  by  Hamas  militants  inside  Israel  that  killed  at  least  1,300  people. ",israel,ACTIVE
593,378,Videos show how Hamas achieved its unprecedented surprise attack on Israel,10/8/2023,"
The  videos,  released  by  Hamas  on  social  media,  showed  militants  using  explosives  and  other  means  to  breach  Israel's  border  fence  with  Gaza,  then  driving  and  jogging,  sometimes  for  several  miles,  to  attack  weakly  guarded  military  posts  and  towns,  where  they  killed  and  captured  Israeli  soldiers  and  civilians.
",israel,ACTIVE
594,378,Videos show how Hamas achieved its unprecedented surprise attack on Israel,10/8/2023," At  least  700  people  in  Israel  were  killed  and  thousands  wounded,  Israeli  media  said  on  Sunday.
",israel,PASSIVE
595,378,Videos show how Hamas achieved its unprecedented surprise attack on Israel,10/8/2023,"
In  the  video,  a  fighter  shoots  a  bloodied  body  on  the  ground  in  a  hallway  as  he  catches  up  with  a  group  of  other  militants,  who  appear  to  be  capturing  two  men  clothed  in  only  shorts  and  T-shirts. ",israel,ACTIVE
596,378,Videos show how Hamas achieved its unprecedented surprise attack on Israel,10/8/2023,"
Palestinian  health  authorities  said  at  least  413  people  in  the  Gaza  Strip  had  been  killed  and  2,300  wounded  in  retaliatory  Israeli  strikes.
",palestine,PASSIVE
597,379,At least 32 Americans were killed in Israel. Here’s what we know so far.,10/12/2023, At  least  32  Americans  were  killed  in  Israel. ,israel,PASSIVE
598,379,At least 32 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," A  Missouri  native  who  died  shielding  her  teenage  son.
",israel,ACTIVE
599,379,At least 32 Americans were killed in Israel. Here’s what we know so far.,10/12/2023,"
These  are  some  of  the  32  Americans  who  were  killed  following  Saturday's  terrorist  attacks  on  Israel. ",israel,PASSIVE
600,379,At least 32 Americans were killed in Israel. Here’s what we know so far.,10/12/2023,"
Here's  what  we  know  about  the  Americans  killed  in  the  attacks:1. ",israel,
601,379,At least 32 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," ""He  was  murdered,""  Alajem  said. ",israel,PASSIVE
602,379,At least 32 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," Deborah  MatiasDeborah  Matias,  50,  and  her  husband,  Shlomi,  49,  were  killed  as  they  shielded  their  16-year-old  son,  Rotem,  with  their  bodies,  said  Matias's  father,  Ilan  Troen. ",israel,PASSIVE
603,379,At least 32 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," The  concert  turned  into  a  massacre  where  hundreds  were  killed.
",israel,PASSIVE
604,379,At least 32 Americans were killed in Israel. Here’s what we know so far.,10/12/2023, Her  dream  job  was  to  organize  and  promote  concerts  like  the  Tribe  of  Nova  festival  where  she  was  killed. ,israel,PASSIVE
605,379,At least 32 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," She  had  been  shot.
",israel,PASSIVE
606,379,At least 32 Americans were killed in Israel. Here’s what we know so far.,10/12/2023,"
At  his  son's  funeral  on  Tuesday,  Ziering  said  he  had  died  defending  a  country  that  was  so  important  to  him. ",israel,ACTIVE
607,379,At least 32 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," The  soldier  served  in  a  canine  unit  and  was  killed  while  trying  to  help  a  fellow  soldier  who  was  wounded,  recounted  his  aunt  Debby  Ziering,  who  lives  in  Connecticut.
",israel,PASSIVE
608,379,At least 32 Americans were killed in Israel. Here’s what we know so far.,10/12/2023," Both  were  killed.
",israel,PASSIVE
609,380,"Israel grapples with failures of intelligence, military after Hamas incursion",10/10/2023, Entire  families  were  killed. ,israel,PASSIVE
610,382,Vatican seeks to defuse tensions with Israel as it offers mediation in the Holy Land,10/16/2023,"
The  statement  —  issued  after  Cohen  met  with  the  Vatican  official  for  relations  with  states,  Archbishop  Paul  Gallagher,  to  discuss  the  ongoing  conflict  in  southern  Israel  —  said  it  was  ""inconceivable""  that  the  Vatican  would  voice  concern  for  the  suffering  in  Gaza  without  acknowledging  the  1,300  killed  by  the  Hamas  missile  attacks  on  Oct.  7.
",israel,ACTIVE
611,382,Vatican seeks to defuse tensions with Israel as it offers mediation in the Holy Land,10/16/2023,"
""So  many  have  already  died. ",both,ACTIVE
612,384,One family’s message from Gaza: Stay safe in the U.S.,10/17/2023," The  only  certainty:  Hundreds  may  have  been  killed,  adding  to  the  death  toll  of  about  3,000  Palestinians.
",palestine,PASSIVE
613,384,One family’s message from Gaza: Stay safe in the U.S.,10/17/2023," Five  of  her  relatives  —  her  sister-in-law's  cousins  —  were  killed  in  Gaza  while  trying  to  help  civilians  who  had  been  ordered  to  evacuate,  she  said. ",palestine,PASSIVE
614,385,Now comes the test of who supports Israelis’ human right to self-defense,10/9/2023," At  the  time,  Human  Rights  Watch  was  publishing  report  after  report  depicting  the  Middle  East's  only  democracy  as  a  sponsor  of  war  crimes  and  willful  violator  of  international  law,  while  saying  little  about  Middle  East  dictatorships  and  even  less  about  the  terrorists  murdering  Israeli  civilians. ",israel,ACTIVE
615,385,Now comes the test of who supports Israelis’ human right to self-defense,10/9/2023," At  the  same  time,  terrorists  from  Gaza  were  infiltrating  communities  in  the  south,  slaughtering  parents  and  children,  abducting  innocent  people  of  all  ages. ",israel,
616,385,Now comes the test of who supports Israelis’ human right to self-defense,10/9/2023," Hundreds  of  Israelis  who  had  been  joyfully  celebrating  our  national  holiday,  many  of  them  young,  were  killed  or  kidnapped. ",israel,PASSIVE
617,385,Now comes the test of who supports Israelis’ human right to self-defense,10/9/2023,"
The  only  way  to  help  neutralize  this  despicable  unconventional  weapon  in  the  coming  days  would  be  for  leaders  of  Western  democracies  and  responsible  Arab  rulers  to  make  this  message  absolutely  clear:  Every  innocent  Palestinian  killed  in  this  conflagration  is  the  victim  of  Hamas.
",palestine,ACTIVE
618,386,Biden faces physical risks in flying to war-torn Middle East,10/17/2023,"
Israel  and  Hamas  have  exchanged  fierce  rocket  fire  and  aerial  strikes  since  Palestinian  gunmen  from  Hamas  stormed  through  the  Israel-Gaza  border  on  Oct.  7  and  launched  the  deadliest  attack  in  Israel's  history,  killing  more  than  1,400  Israelis. ",israel,ACTIVE
619,386,Biden faces physical risks in flying to war-torn Middle East,10/17/2023," Israel  has  launched  an  aerial  counterattack  that  has  killed  roughly  3,000  people  in  Gaza  and  incited  outrage  across  the  Middle  East.
",palestine,ACTIVE
620,386,Biden faces physical risks in flying to war-torn Middle East,10/17/2023,"
Adding  to  the  risks  of  Biden's  trip  was  a  deadly  explosion  at  a  Gaza  hospital  on  Tuesday  that  killed  at  least  500  people,  according  to  the  Palestinian  Health  Ministry. ",palestine,ACTIVE
621,386,Biden faces physical risks in flying to war-torn Middle East,10/17/2023,"
The  crisis  erupted  on  Oct.  7,  when  Hamas  militants  broke  through  Israel's  sophisticated  border  fence  with  Gaza  and  hunted  Israeli  civilians  in  their  cars  and  homes,  shot  people  indiscriminately  and  took  scores  of  hostages  into  Gaza,  including  some  Americans. ",israel,ACTIVE
622,393,In photos: The Israel-Gaza war’s devastation,10/19/2023,"
Israel  and  the  United  States  were  targets  of  protests  across  the  Middle  East  on  Tuesday  and  Wednesday,  blamed  by  demonstrators  and  regional  governments,  as  well  as  Palestinian  authorities,  for  a  deadly  blast  at  a  Gaza  hospital  that  killed  hundreds. ",palestine,ACTIVE
623,394,"Israeli ground offensive in Gaza could be a ‘bloodbath,’ analysts say",10/15/2023,"
The  operation  is  expected  to  be  the  Israel  Defense  Forces'  most  significant  in  years,  pitting  them  against  Hamas,  the  Gaza-based  militant  group  that  carried  out  an  unprecedented  massacre  in  Israel  beginning  Oct.  7  in  which  more  than  1,300  people  were  killed  and  up  to  150  were  kidnapped. ",israel,PASSIVE
624,394,"Israeli ground offensive in Gaza could be a ‘bloodbath,’ analysts say",10/15/2023," On  Sunday,  Palestinian  officials  said  more  than  2,600  people  had  been  killed  in  Gaza  since  the  fighting  began.
",palestine,PASSIVE
625,396,Biden receives warm welcome in Tel Aviv as Arab allies give cold shoulder,10/19/2023, Palestinian  authorities  say  an  Israeli  airstrike  killed  up  to  500  people  in  the  attack. ,palestine,ACTIVE
626,397,Biden to travel to Israel on Wednesday,10/17/2023," 
President  Biden  will  travel  to  Israel  on  Wednesday,  the  White  House  said,  in  a  dramatic  show  of  support  for  the  country  after  Hamas  killed  more  than  1,400  Israelis  in  a  terrorist  attack  —  a  gesture  that  comes  as  Israel  is  expected  to  imminently  launch  a  hard-hitting  retaliatory  ground  invasion  of  Gaza  that  has  raised  humanitarian  concerns.
",israel,ACTIVE
627,397,Biden to travel to Israel on Wednesday,10/17/2023,"
Biden  will  also  visit  Jordan,  where  he  plans  to  meet  with  Jordanian  King  Abdullah  II,  Egyptian  President  Abdel  Fatah  El-Sisi  and  Palestinian  Authority  President  Mahmoud  Abbas  to  discuss  the  humanitarian  crisis  in  Gaza,  which  has  endured  Israeli  airstrikes  that  have  killed  more  than  2,700  Palestinians.
",palestine,ACTIVE
628,397,Biden to travel to Israel on Wednesday,10/17/2023,"
Biden  has  repeatedly  emphasized  his  support  for  Israel  and  said  the  country  has  a  duty  to  respond  to  the  horrific  attack,  in  which  Palestinian  gunmen  from  Hamas  breached  Israel's  sophisticated  border  fence  in  several  places  before  hunting  civilians  in  their  homes  and  cars  and  shooting  people  indiscriminately.
",israel,ACTIVE
629,399,Democrats’ unity starts cracking on Israel-Gaza conflict,10/17/2023,"
Democrats  have  been  almost  entirely  unified  in  the  wake  of  the  Oct.  7  attacks,  in  which  Palestinian  gunmen  from  Hamas  hunted  civilians  in  their  homes  and  cars,  shot  people  indiscriminately  and  took  scores  of  hostages,  including  some  Americans,  into  Gaza. ",israel,ACTIVE
630,399,Democrats’ unity starts cracking on Israel-Gaza conflict,10/17/2023," The  vast  majority  of  the  party  has  remained  steadfastly  behind  Israel  as  it  launches  its  retaliatory  campaign  for  the  attacks,  which  killed  more  than  1,400  Israelis.
",israel,ACTIVE
631,399,Democrats’ unity starts cracking on Israel-Gaza conflict,10/17/2023,"
More  than  2,700  Palestinians  have  been  killed  as  Israel  responds  to  the  Hamas  incursion  by  launching  aerial  attacks  on  Gaza  and  imposing  a  siege  on  the  embattled  enclave  of  2  million  densely  packed  people. ",palestine,PASSIVE
632,401,Evacuation order sets off chaotic scramble as Gazans run for their lives,10/13/2023,"
Hamas,  the  Islamist  militant  group  that  controls  the  strip  and  killed  at  least  1,300  people  in  a  surprise  attack  on  Israel  last  weekend,  declared  the  evacuation  order  ""psychological  warfare""  and  called  on  Palestinians  to  remain  ""steadfast""  in  their  homes.
",israel,ACTIVE
633,401,Evacuation order sets off chaotic scramble as Gazans run for their lives,10/13/2023,"
Nearly  1,800  people  in  Gaza  have  been  killed  since  Saturday  and  more  than  7,300  have  been  wounded,  according  to  the  Palestinian  Health  Ministry. ",palestine,PASSIVE
634,401,Evacuation order sets off chaotic scramble as Gazans run for their lives,10/13/2023,"
Israeli  airstrikes  have  also  destroyed  ambulances  and  killed  at  least  16  health-care  workers,  according  to  data  from  Palestinian  officials  and  international  aid  groups.
",palestine,ACTIVE
635,401,Evacuation order sets off chaotic scramble as Gazans run for their lives,10/13/2023," The  same  day,  another  medical  team  came  under  small-arms  fire  in  eastern  Gaza  and  one  health  worker  was  killed.
",palestine,PASSIVE
636,404,Families of hostages continue waiting in agony after two Americans are freed,10/22/2023,"
Since  the  Hamas  rampage  killed  more  than  1,400  Israelis,  Israel  has  maintained  a  punishing  air  assault  on  Gaza  targets. ",israel,ACTIVE
637,404,Families of hostages continue waiting in agony after two Americans are freed,10/22/2023," Palestinian  officials  say  Israeli  strikes  have  killed  at  least  4,385  people  in  Gaza  and  displaced  hundreds  of  thousands  of  civilians. ",palestine,ACTIVE
638,405,Monday briefing: Israel declares war on Hamas; Afghanistan earthquake; UAW strike; 23andMe hack; Crocs cowboy boots; and more,10/9/2023,"


What  to  know:  Hamas  fighters  killed  at  least  700  Israelis  and  took  hostages  from  southern  Israeli  towns  and  a  music  festival. ",israel,ACTIVE
639,405,Monday briefing: Israel declares war on Hamas; Afghanistan earthquake; UAW strike; 23andMe hack; Crocs cowboy boots; and more,10/9/2023,"

Israel's  response:  It  declared  war  against  Hamas  and  pounded  Gaza  with  airstrikes,  killing  at  least  490  people. ",palestine,ACTIVE
640,406,Visualizing the size of Gaza City compared with U.S. cities,10/17/2023," About  1,300  Israelis  have  been  killed  and  more  than  4,100  injured,  according  to  official  Israeli  sources  cited  in  the  U.N.  update. ",israel,PASSIVE
641,408,Israel declares Gaza siege as Hamas fires rockets and toll mounts,10/9/2023," In  Israel,  at  least  900  people  have  been  killed  since  the  attacks  started  Saturday,  local  media  reported. ",israel,PASSIVE
642,408,Israel declares Gaza siege as Hamas fires rockets and toll mounts,10/9/2023," Palestinian  health  officials  in  Gaza  said  that  687  people  have  died  as  a  result  of  Israeli  strikes.
",palestine,ACTIVE
643,408,Israel declares Gaza siege as Hamas fires rockets and toll mounts,10/9/2023,"
In  a  statement  released  Monday  evening,  President  Biden  said  that  ""at  least  11  American  citizens  were  among  those  killed,""  including  many  who  had  made  a  ""second  home  in  Israel."" ",israel,
644,408,Israel declares Gaza siege as Hamas fires rockets and toll mounts,10/9/2023," Never  before  have  so  many  Israelis  been  killed  by  one  single  thing,  let  alone  enemy  activity,  on  one  day.",israel,PASSIVE
645,409,Why aid for Gaza is still stuck near Rafah crossing in Egypt,10/17/2023," Egypt  has  long  feared  spillover  instability  from  Gaza.What  happened  at  Rafah?On  Oct.  7,  Hamas  militants  based  in  Gaza  launched  a  multipronged  assault  on  Israel  that  has  killed  at  least  1,400  Israelis. ",israel,ACTIVE
646,409,Why aid for Gaza is still stuck near Rafah crossing in Egypt,10/17/2023,"
Israel's  bombing  in  Gaza  has  wounded  or  killed  thousands  of  Palestinians. ",palestine,
647,409,Why aid for Gaza is still stuck near Rafah crossing in Egypt,10/17/2023," About  80  people  were  killed  in  strikes  on  Rafah  and  the  nearby  Gaza  town  of  Khan  Younis  in  the  past  24  hours,  the  Hamas-run  Interior  Ministry  wrote  on  Facebook  on  Tuesday  afternoon  local  time.
",palestine,PASSIVE
648,410,Israeli commanders vow to go on offensive as Biden pledges support,10/10/2023,"
Biden  said  14  U.S.  citizens  have  been  killed,  and  his  aides  said  20  Americans  are  missing,  though  it  was  unclear  how  many  had  been  taken  hostage. ",israel,PASSIVE
649,410,Israeli commanders vow to go on offensive as Biden pledges support,10/10/2023," Israel  responded  with  a  major  bombing  campaign  that  has  killed  more  than  830  people  in  Gaza  and  wounded  4,250  more,  Palestinian  authorities  said.
",palestine,ACTIVE
650,411,"At Gaza hospital, a hoped-for haven becomes scene of mourning, questions",10/19/2023,"
Gaza's  Health  Ministry  said  471  people  were  killed  and  more  than  300  were  injured,  with  28  of  the  injured  in  critical  condition. ",palestine,PASSIVE
651,411,"At Gaza hospital, a hoped-for haven becomes scene of mourning, questions",10/19/2023," The  attack  is  the  single  deadliest  incident  for  civilians  in  Gaza  in  a  war  that  has  already  killed  more  Palestinians  and  Israeli  civilians  than  any  previous  conflict  between  Israel  and  Hamas.
",both,ACTIVE
652,411,"At Gaza hospital, a hoped-for haven becomes scene of mourning, questions",10/19/2023, Medical  workers  have  also  been  killed  in  the  violence. ,palestine,PASSIVE
653,411,"At Gaza hospital, a hoped-for haven becomes scene of mourning, questions",10/19/2023," With  the  death  toll  ticking  up  daily,  more  than  3,400  people  have  been  killed  in  Gaza  and  more  than  12,000  wounded,  according  to  the  Gaza  Health  Ministry,  and  nearly  two-thirds  of  those  killed  were  children.
",palestine,PASSIVE
654,411,"At Gaza hospital, a hoped-for haven becomes scene of mourning, questions",10/19/2023," With  the  death  toll  ticking  up  daily,  more  than  3,400  people  have  been  killed  in  Gaza  and  more  than  12,000  wounded,  according  to  the  Gaza  Health  Ministry,  and  nearly  two-thirds  of  those  killed  were  children.
",palestine,
655,411,"At Gaza hospital, a hoped-for haven becomes scene of mourning, questions",10/19/2023,"
Israel  launched  a  devastating  campaign  of  airstrikes  against  Hamas  after  militants  slipped  into  Israel  on  Oct.  7  in  a  blitz  of  killing  and  hostage-taking. ",israel,
656,411,"At Gaza hospital, a hoped-for haven becomes scene of mourning, questions",10/19/2023," About  1,400  Israelis  have  died  -  many  in  the  first  hours  of  the  Hamas  incursion  -  and  about  200  people  were  taken  back  to  Gaza.
",israel,ACTIVE
657,412,Palestinian Americans in Washington on edge watching Gaza,10/15/2023," Mansour  said  that  two  of  his  uncles'  homes  have  been  bombed  and  that  one  of  his  cousins  was  killed.
",palestine,PASSIVE
658,412,Palestinian Americans in Washington on edge watching Gaza,10/15/2023,"
Israeli  military  strikes  in  Gaza  have  killed  more  than  1,800  people,  roughly  half  of  them  women  and  children,  and  7,300  others  have  been  wounded,  according  to  the  Health  Ministry  in  Gaza.
",palestine,ACTIVE
659,412,Palestinian Americans in Washington on edge watching Gaza,10/15/2023," Everyone  they  know  in  Gaza  knows  someone  who  has  been  killed  or  injured  or  whose  home  has  been  destroyed,  said  Alshaikh,  30,  a  Palestinian  American  who  is  pursuing  a  doctorate  in  history  at  Harvard  University.
",palestine,PASSIVE
660,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023," Journalists  killed,  injured,  missing:  A  look  at  6  lives  lost  T-I-T-L-E-E-N-D.  ",both,ACTIVE
661,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023," 
At  least  19  journalists  have  been  killed  in  the  Israel-Gaza  war  since  Oct.  7,  the  Committee  to  Protect  Journalists  said  this  week. ",both,PASSIVE
662,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023,"
The  majority  of  those  killed,  15,  were  Palestinians  in  the  Gaza  Strip,  where  reporters  face  power  and  internet  outages  under  an  Israeli  siege,  as  well  as  the  loss  of  their  offices,  homes  and  family  members. ",palestine,ACTIVE
663,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023," One  Lebanese  journalist  and  three  Israelis  were  also  killed,  according  to  the  press  freedom  group.
",israel,PASSIVE
664,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023," But  the  building  they  sought  out  as  a  potential  safe  space  was  hit  by  an  Israeli  strike,  killing  Sobh  and  fatally  injuring  his  colleague,  Hisham  al-Nawajah.
",palestine,ACTIVE
665,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023,"
The  strikes  also  killed  Palestinian  journalist  Said  al-Taweel,  after  he  appeared  in  a  Facebook  video  reporting  on  residents  evacuating  the  area  that  day. ",palestine,ACTIVE
666,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023, The  Khabar  news  agency  then  announced  that  he  had  died. ,palestine,ACTIVE
667,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023," As  Hamas  staged  an  unprecedented  cross-border  assault  in  southern  Israel,  the  militants  stormed  his  home  in  the  Nahal  Oz  kibbutz,  near  the  border  with  Gaza,  killing  Zohar,  his  wife  and  their  two  daughters,  his  employer  said. ",israel,ACTIVE
668,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023," Lafi  was  killed  as  Israel  retaliated  and  fighting  broke  out,  Sarraj  said.
",palestine,PASSIVE
669,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023," ""He  was  killed  wearing  his  press  vest  doing  what  he  loved  most,""  she  wrote.
",palestine,PASSIVE
670,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023,"
An  Israeli  airstrike  on  Mema's  home  in  the  Jabalya  refugee  camp  killed  her  and  members  of  her  family  last  week,  according  to  Razayne  and  the  Coalition  for  Women  in  Journalism. ",palestine,ACTIVE
671,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023," Mema's  husband  and  brother-in-law  were  also  killed,  she  said. ",palestine,PASSIVE
672,413,"Journalists killed, injured, missing: A look at 6 lives lost",10/20/2023,"
""She  was  not  a  military  person  to  kill,""  Razayne  said. ",palestine,
673,414,Is Hamas winning the war?,10/20/2023,"
Hamas  slaughtered  hundreds  of  Israeli  civilians,  in  the  most  gruesome  ways  it  could  devise. ",israel,ACTIVE
674,415,Politicians called them ‘traitors.’ Now they’re manning Israel’s home front.,10/14/2023," They've  put  politics  aside  and  are  helping  in  the  mass  evacuation  of  Israeli  civilians  from  communities  near  the  Gaza  perimeter,  as  Israel  steps  up  a  military  campaign  that  has  displaced  nearly  a  million  people  and  killed  more  than  2,200,  according  to  Palestinian  health  officials.
",palestine,ACTIVE
675,415,Politicians called them ‘traitors.’ Now they’re manning Israel’s home front.,10/14/2023,"
The  brutal  assault  killed  at  least  1,300  people,  taking  the  country's  government  and  military  by  surprise. ",israel,ACTIVE
676,415,Politicians called them ‘traitors.’ Now they’re manning Israel’s home front.,10/14/2023,"
In  Beit  Kama,  teams  of  psychologists  and  enormous  trays  of  home-cooked  food  await  the  evacuated  families,  many  of  whom  hid  in  their  homes  as  Hamas  gunmen  rampaged  outside,  killing  neighbors  and  their  own  loved  ones.
",israel,
677,416,Israel massed troops in the West Bank. Then Hamas attacked from Gaza.,10/9/2023, Entire  families  were  killed. ,israel,PASSIVE
678,418,"The Gaza Strip and its history, explained",10/9/2023," 
Israel  is  at  war  with  the  Palestinian  militant  group  Hamas,  and  hundreds  of  civilians  have  been  killed  since  the  group's  surprise  attack  signaled  a  major  escalation  between  the  two  sides  and  engulfed  the  region  in  chaos.
",both,PASSIVE
679,418,"The Gaza Strip and its history, explained",10/9/2023," After  at  least  1,200  Israelis  were  killed  in  Hamas's  surprise  attacks  over  the  weekend,  according  to  Israeli  media,  a  swelling  counterattack  by  Israeli  forces  in  Gaza  has  also  caused  1,100  civilian  casualties,  according  to  the  local  Health  Ministry,  including  scores  of  children.
",both,PASSIVE
680,419,Fears of wider conflict as Iran weighs options,10/18/2023,"
The  fears  spiked  on  Tuesday  following  a  strike  on  a  Gaza  hospital  that  appears  to  have  killed  hundreds  of  people,  triggering  angry  denunciations  and  calls  for  vengeance  across  the  region. ",palestine,ACTIVE
681,419,Fears of wider conflict as Iran weighs options,10/18/2023,"
A  senior  Hamas  official,  speaking  from  Beirut,  insisted  that  Iran  was  not  involved  in  the  Hamas  assault,  in  which  at  least  1,400  Israeli  civilians  and  soldiers  were  killed  and  nearly  200  taken  hostage. ",israel,PASSIVE
682,419,Fears of wider conflict as Iran weighs options,10/18/2023," He  said  Hamas  had  not  anticipated  the  scale  and  speed  of  the  collapse  of  Israel's  defenses  and  that  Hamas  was  caught  off  guard  also  by  the  ferocity  of  Israel's  response;  over  3,000  Palestinians  have  died  in  Israeli  airstrikes,  according  to  Palestinian  authorities.
",palestine,ACTIVE
683,421,"Israel-Hamas war live updates: U.S. aid arriving in Israel, where Blinken will go this week",10/10/2023,"
In  Israel,  Hamas  militants  have  killed  more  than  1,000  people  and  wounded  2,800  since  Saturday,  according  to  authorities  and  local  media  reports. ",israel,ACTIVE
684,421,"Israel-Hamas war live updates: U.S. aid arriving in Israel, where Blinken will go this week",10/10/2023," Palestinian  authorities  said  Israeli  strikes  have  killed  at  least  900  people  and  injured  4,500  in  Gaza.
",palestine,ACTIVE
