article_index,article_title,article_date,sentence,category,auto_tagged_voice
317,"Israel Struggles to Expel Hamas Intruders and Secure Border; More than 1,100 dead in total as firefights raged a day after militants poured into Israel",2023-10-08," Local  officials  and  media  said  most  of  them  were  killed  by  Israeli  security  forces  during  confrontations  at  checkpoints,  and  at  least  two  were  involved  in  attempted  attacks. ",palestine,PASSIVE
317,"Israel Struggles to Expel Hamas Intruders and Secure Border; More than 1,100 dead in total as firefights raged a day after militants poured into Israel",2023-10-08,"
Meanwhile,  in  the  Egyptian  coastal  city  of  Alexandria,  an  army  officer  shot  and  killed  two  Israelis  and  an  Egyptian  at  a  tourist  site  in  what  appeared  to  be  an  isolated  incident,  Egyptian  security  officials  said. ",israel,
318,World News: Israelis Prepare Their Families For What Could Be a Long War,2023-10-12,"
Ross's  husband,  a  reserve  helicopter  pilot  in  the  Israeli  military,  joined  the  fight  soon  after  the  Hamas  militants  who  stormed  across  the  border  from  Gaza  began  their  rampage  through  towns  and  villages  in  Israel's  south,  killing  at  least  1,000  Israeli  civilians.
",israel,ACTIVE
318,World News: Israelis Prepare Their Families For What Could Be a Long War,2023-10-12,"
Many  parents  at  my  sons'  schools  tell  me  they  know  people  who  have  died  or  gone  missing. ",israel,ACTIVE
319,"The Gaza Strip: What to Know, Maps and History; Palestinian enclave has been at the center of several bloody conflicts in recent decades",2023-10-16,"
Since  Israel  began  its  retaliatory  bombing  campaign  in  Gaza,  about  2,778  people  had  been  killed  and  more  than  10,000  wounded  in  the  strikes. ",palestine,PASSIVE
322,"Will the World Face Up to Hamas's Atrocities? 'He filmed as he murdered my grandmother, using her phone to share the video on her Facebook page for all her friends and family to see.'",2023-10-17," 'He  filmed  as  he  murdered  my  grandmother,  using  her  phone  to  share  the  video  on  her  Facebook  page  for  all  her  friends  and  family  to  see.' ",israel,ACTIVE
322,"Will the World Face Up to Hamas's Atrocities? 'He filmed as he murdered my grandmother, using her phone to share the video on her Facebook page for all her friends and family to see.'",2023-10-17,"
He  filmed  as  he  murdered  my  grandmother,  using  my  grandmother's  phone  and  sharing  the  video  on  her  Facebook  page  for  all  her  friends  and  family  to  see. ",israel,ACTIVE
322,"Will the World Face Up to Hamas's Atrocities? 'He filmed as he murdered my grandmother, using her phone to share the video on her Facebook page for all her friends and family to see.'",2023-10-17, We  still  don't  have  a  clear  count  of  those  who  were  killed  and  kidnapped. ,israel,PASSIVE
324,Israel Seeks to Wipe Out Hamas --- Goal is to capture or kill all the group's leaders as evacuation order given in Gaza,2023-10-13,"
Israeli  military  spokesman  Richard  Hecht  said  airstrikes  targeted  a  Hamas  unit  that  Israel  said  was  involved  in  the  weekend  attack  that  killed  1,300  Israelis. ",israel,ACTIVE
324,Israel Seeks to Wipe Out Hamas --- Goal is to capture or kill all the group's leaders as evacuation order given in Gaza,2023-10-13," One  of  the  Hamas  operatives  killed  in  the  airstrikes  was  responsible  for  creating  videos  of  the  violence  that  spread  over  social  media,  Hecht  said.
",palestine,
324,Israel Seeks to Wipe Out Hamas --- Goal is to capture or kill all the group's leaders as evacuation order given in Gaza,2023-10-13,"
Israel's  bombardment  of  Gaza  since  Saturday  has  killed  more  than  1,500  Palestinians,  nearly  half  of  whom  are  women  and  children,  and  has  injured  more  than  6,600,  according  to  the  health  authority  there. ",palestine,ACTIVE
324,Israel Seeks to Wipe Out Hamas --- Goal is to capture or kill all the group's leaders as evacuation order given in Gaza,2023-10-13,"
Since  Hamas's  surprise  assault  on  Saturday,  35  Palestinians  in  the  West  Bank  have  been  killed  in  clashes  with  Israeli  forces,  as  well  as  in  deadly  incidents  with  armed  Israeli  settlers,  according  to  Palestinian  and  Israeli  officials.
",palestine,PASSIVE
324,Israel Seeks to Wipe Out Hamas --- Goal is to capture or kill all the group's leaders as evacuation order given in Gaza,2023-10-13," Later,  along  with  a  U.S.  hostage  negotiator,  he  met  families  of  U.S.  citizens  who  were  killed  or  still  missing  after  the  weekend  attacks. ",israel,PASSIVE
336,Oil Rises as Fighting in Gaza Intensifies,2023-10-18," The  bombing  of  a  hospital  in  Gaza  reportedly  killed  500  people,  hours  before  President  Biden  was  due  in  Israel. ",palestine,ACTIVE
338,"Israel Tells 1.1 Million Civilians to Evacuate Northern Gaza; U.N. asks Israeli military to reconsider order, warning of devastating humanitarian consequences",2023-10-13,"
Israeli  military  spokesman  Richard  Hecht  said  airstrikes  on  Wednesday  night  targeted  a  Hamas  unit  that  Israel  says  was  involved  in  the  weekend  attack  that  killed  1,300  Israelis  . ",israel,ACTIVE
338,"Israel Tells 1.1 Million Civilians to Evacuate Northern Gaza; U.N. asks Israeli military to reconsider order, warning of devastating humanitarian consequences",2023-10-13," One  of  the  Hamas  operatives  killed  in  the  airstrikes  was  responsible  for  creating  videos  of  the  violence  that  spread  over  social  media,  Hecht  said.
",palestine,
338,"Israel Tells 1.1 Million Civilians to Evacuate Northern Gaza; U.N. asks Israeli military to reconsider order, warning of devastating humanitarian consequences",2023-10-13,"
Israel's  bombardment  of  Gaza  since  Saturday  has  killed  more  than  1,500  Palestinians,  nearly  half  of  whom  are  women  and  children,  and  has  injured  more  than  6,600,  according  to  the  health  authority  there. ",palestine,ACTIVE
338,"Israel Tells 1.1 Million Civilians to Evacuate Northern Gaza; U.N. asks Israeli military to reconsider order, warning of devastating humanitarian consequences",2023-10-13,"
Since  Hamas's  surprise  assault  on  Saturday,  35  Palestinians  in  the  West  Bank  have  been  killed  in  clashes  with  Israeli  forces,  as  well  as  in  deadly  incidents  with  armed  Israeli  settlers,  according  to  Palestinian  and  Israeli  officials.
",palestine,PASSIVE
338,"Israel Tells 1.1 Million Civilians to Evacuate Northern Gaza; U.N. asks Israeli military to reconsider order, warning of devastating humanitarian consequences",2023-10-13," Later,  along  with  a  U.S.  hostage  negotiator,  he  met  families  of  American  citizens  who  were  killed  or  still  missing  after  the  weekend  attacks. ",israel,PASSIVE
338,"Israel Tells 1.1 Million Civilians to Evacuate Northern Gaza; U.N. asks Israeli military to reconsider order, warning of devastating humanitarian consequences",2023-10-13," Ambulances  arrived  nonstop  carrying  the  wounded  and  deceased.
",palestine,
338,"Israel Tells 1.1 Million Civilians to Evacuate Northern Gaza; U.N. asks Israeli military to reconsider order, warning of devastating humanitarian consequences",2023-10-13,"
As  of  Thursday,  12  employees  of  the  United  Nations  Relief  and  Works  Agency  for  Palestine  Refugees  have  been  killed  since  the  offensive  began  over  the  weekend,  the  agency  said. ",palestine,PASSIVE
338,"Israel Tells 1.1 Million Civilians to Evacuate Northern Gaza; U.N. asks Israeli military to reconsider order, warning of devastating humanitarian consequences",2023-10-13," The  Palestinian  Red  Crescent  said  four  of  its  medics  were  killed  after  Israeli  forces  struck  an  ambulance  in  the  northern  Gaza  Strip.
",palestine,PASSIVE
342,"Hamas Militants Behind Israel Attack Raised Millions in Crypto; Digital currency transactions highlight how U.S. and Israel have struggled to sever the access of Hamas, Palestinian Islamic Jihad and Hezbollah to foreign funding",2023-10-10,"
Militants  from  the  PIJ  joined  Hamas  on  Saturday  in
 
 storming  into  Israel  from  the  Gaza  Strip,  killing  some  900  civilians  and  abducting  at  least  a  hundred  more. ",israel,ACTIVE
342,"Hamas Militants Behind Israel Attack Raised Millions in Crypto; Digital currency transactions highlight how U.S. and Israel have struggled to sever the access of Hamas, Palestinian Islamic Jihad and Hezbollah to foreign funding",2023-10-10," At  least  700  Palestinians  have  died  since  Israel  retaliated  with  a  wave  of  attacks  on  Gaza  .
",palestine,ACTIVE
344,Democrats Are at Odds on Israel. Republicans Can't Agree on Ukraine. Here's What It Means for America's Allies. The Biden administration hopes that bundling assistance to both countries will break a funding stalemate,2023-10-15,"
Israel  has  imposed  a  total  siege  on  Gaza,  cutting  off  supplies  of  fuel,  food  and  other  essentials  to  the  enclave,  where  officials  say  more  than  2,200  people  have  been  killed  and  more  than  7,388  wounded.
",palestine,PASSIVE
350,"Left and Right Try To Undermine Self-Defense; In Israel and Ukraine, a similar story.",2023-10-15," If  history  is  a  guide  (which  it  is  to  terrorist  organizations  such  as  Hamas),  we  will  soon  be  seeing  and  hearing  only  about  all  the  innocent  Palestinians  being  killed  by  the  Israeli  assault,  with  no  little  blame  apportioned  to  Hamas.
",palestine,PASSIVE
353,Finding Solace—and a New Policy—in Israel; The Israeli people have put aside their well-documented political disagreements and met the moment.,2023-10-10," Nine-hundred  Israelis  killed  and  2,500  wounded  would  be  around  32,000  dead  and  90,000  wounded  in  America. ",israel,ACTIVE
354,Egypt Weighs Letting In Palestinians From Gaza; Concerns about national security and the permanent displacement of Palestinians are top of mind for Cairo,2023-10-15,"
A  flurry  of  recent  diplomacy  ,  which  included  a  visit  to  Cairo  on  Sunday  by  U.S.  Secretary  of  State  Antony  Blinken,  puts  Egypt  at  the  center  of  efforts  to  temporarily  halt  an  Israeli  bombing  campaign  that  has  displaced  a  million  people—retaliation  for  a  brutal  Oct.  7  attack  launched  by  Hamas  that  killed  1,400  Israelis  . ",israel,ACTIVE
359,"Wake Up, Washington; A second regional war, first Ukraine and now Israel, calls for an urgent bipartisan defense effort.",2023-10-09," 
At  least  11  Americans  were  among  the  hundreds  killed  in  the  weekend  attack  in  Israel,  which  has  begun  striking  back  at  Hamas. ",israel,
362,What's News: World-Wide,2023-10-18," 
 An  explosion  rocked  a  hospital  in  Gaza,  killing  hundreds  of  people  in  one  of  the  deadliest  single  incidents  of  violence  in  the  strip,  hours  before  Biden  was  expected  to  visit  Israel  in  a  show  of  support. 
 ",palestine,ACTIVE
365,World News: Confusion Over Hospital Explosion Reflects Issues in Covering Conflict,2023-10-20," 
On  Tuesday,  the  New  York  Times  and  The  Wall  Street  Journal  put  out  alerts  saying  a  blast  at  a  Gaza  hospital  was  caused  by  an  Israeli  airstrike,  killing  more  than  500  people,  citing  Palestinian  officials.
",palestine,ACTIVE
374,"Seeking Solace After Oct. 7 Attack, Many Israelis View Biden as Their Wartime Leader; As they criticize the Netanyahu government's response to the attack, Israelis have found comfort in Biden's staunch defense of the country",2023-10-20,"
Hamas,  which  the  U.S.  has  designated  as  a  terrorist  group,  killed  1,400  Israelis,  including  about  1,000  civilians,  and  kidnapped  about  200  people.
",israel,ACTIVE
386,Hamas Releases Two U.S. Hostages --- Calls mount for Israel to postpone ground invasion to allow for diplomacy,2023-10-21,"
The  release  was  the  first  time  Hamas,  the  Islamist  group  that  controls  the  enclave,  set  free  any  of  the  roughly  200  hostages  taken  by  militants  during  an  Oct.  7  raid  that  killed  more  than  1,400  Israelis. ",israel,ACTIVE
386,Hamas Releases Two U.S. Hostages --- Calls mount for Israel to postpone ground invasion to allow for diplomacy,2023-10-21," Apart  from  Israel,  citizens  of  more  than  40  countries  were  killed  and  went  missing  during  the  attack,  according  to  the  Israeli  foreign  ministry. ",israel,PASSIVE
386,Hamas Releases Two U.S. Hostages --- Calls mount for Israel to postpone ground invasion to allow for diplomacy,2023-10-21," The  United  Nations  said  Friday  that  4,137  Palestinians  have  been  killed,  many  of  them  in  Israeli  airstrikes.
",palestine,PASSIVE
386,Hamas Releases Two U.S. Hostages --- Calls mount for Israel to postpone ground invasion to allow for diplomacy,2023-10-21,"
The  strike  Thursday  night  killed  at  least  17  people  when  a  building  of  the  St.  Porphyrius  Greek  Orthodox  Church  collapsed,  according  to  church  officials  and  witnesses.
",palestine,ACTIVE
389,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion; Calls mount for further releases as Israel prepares for ground operations against Hamas in Gaza Strip,2023-10-21,"
The  release  was  the  first  time  Hamas,  the  Islamist  group  that  controls  the  enclave,  set  free  any  of  the  roughly  200  hostages  taken  by  militants  during  a  raid  on  Oct.  7  that  killed  more  than  1,400  Israelis. ",israel,ACTIVE
389,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion; Calls mount for further releases as Israel prepares for ground operations against Hamas in Gaza Strip,2023-10-21," Apart  from  Israel,  citizens  of  more  than  40  countries  were  killed  and  went  missing  during  the  attack,  according  to  the  Israeli  foreign  ministry. ",israel,PASSIVE
389,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion; Calls mount for further releases as Israel prepares for ground operations against Hamas in Gaza Strip,2023-10-21," Gaza's  health  ministry,  which  is  controlled  by  Hamas,  says  that  4,137  Palestinians  have  been  killed.
",palestine,PASSIVE
389,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion; Calls mount for further releases as Israel prepares for ground operations against Hamas in Gaza Strip,2023-10-21,"
The  strike  Thursday  night  killed  at  least  17  people  when  a  building  of  the  St.  Porphyrius  Greek  Orthodox  Church  collapsed,  according  to  church  officials  and  eyewitnesses.
",palestine,ACTIVE
389,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion; Calls mount for further releases as Israel prepares for ground operations against Hamas in Gaza Strip,2023-10-21,"
 A  blast  Tuesday  at  another  Gaza  hospital  that  Palestinian  authorities  said  killed  hundreds  of  people  sparked  protests  in  Arab  countries. ",palestine,
389,Two American Hostages Released as U.S. Pressures Israel to Delay Gaza Invasion; Calls mount for further releases as Israel prepares for ground operations against Hamas in Gaza Strip,2023-10-21,"
Kalderon,  an  alternative  medicine  practitioner  whose  mother  was  killed  in  the  attack,  drove  to  Tel  Aviv  after  emerging  from  hiding  in  her  clinic  for  eight  hours  during  the  Oct.  7  attack  in  order  to  press  the  Israeli  and  regional  governments  to  strike  a  deal.
",israel,PASSIVE
392,Gaza Fighting Risks Resurgence of Terrorist Attacks; Western officials fear a reprise of the violence that rocked Europe and U.S. in previous decades,2023-10-20,"
An  explosion  at  a  Gaza  hospital  that  Hamas  said  killed  hundreds  further  stoked  anti-Western  outrage  across  the  Middle  East  after  the  militant  group  blamed  an  Israeli  airstrike. ",palestine,
392,Gaza Fighting Risks Resurgence of Terrorist Attacks; Western officials fear a reprise of the violence that rocked Europe and U.S. in previous decades,2023-10-20,"
A  host  of  Islamist  groups,  many  traditionally  at  odds  with  one  another,  have  already  praised  the  Oct.  7  attacks  on  Israel,  in  which  Hamas  killed  at  least  1,400.
",israel,ACTIVE
394,Four Steps for the U.S. to Help Israel,2023-10-10," 
As  hundreds  of  Iranian-backed  terrorists  stormed  into  Israel  on  Saturday  to  butcher  children  and  elders,  kidnap  Israeli  civilians,  and  parade  the  naked  bodies  of  murdered  women  through  the  streets  of  Gaza,  many  of  their  fellow  Palestinians  and  supporters  around  the  world  cheered.
",israel,
394,Four Steps for the U.S. to Help Israel,2023-10-10,"
In  the  days  and  weeks  ahead,  the  brave  people  of  Israel  will  continue  to  reclaim  their  territory,  rescue  their  countrymen,  and  mourn  the  innocent  men,  women  and  children  the  terrorists  have  slaughtered. ",israel,ACTIVE
402,A Decent Outcome Is Possible in Gaza,2023-10-18," ""These  people  profess  Islam  and  claim  to  be  religious,  but  they  slaughtered  people,""  one  Gazan  observes.
",israel,ACTIVE
404,"America Isn't at War, but Iran Is; Tehran largely escapes accountability because proxies do the dirty work.",2023-10-16, So  far  30  Americans  have  died  in  this  latest  conflict  with  Hamas. ,israel,ACTIVE
406,Anti-Zionism Is a More Malevolent Form of Anti-Semitism; It not only butchers Jews but consigns Palestinian civilians to the role of cannon fodder.,2023-10-16," Hamas  has  emerged  victorious  in  that  contest,  proving  that  it  can  kill  more  Jews  in  a  day  than  the  combined  Arab  armies  ever  did  and  that  it  can  torment  Jews  as  brutally  as  the  Nazis  ever  did.
",israel,ACTIVE
408,"Ben Sasse's Letter on Israel to Jewish Gators; A model of moral clarity, compared with the mush from the Ivy League.",2023-10-12," Sadly,  too  many  people  in  elite  academia  have  been  so  weakened  by  their  moral  confusion  that,  when  they  see  videos  of  raped  women,  hear  of  a  beheaded  baby,  or  learn  of  a  grandmother  murdered  in  her  home,  the  first  reaction  of  some  is  to  'provide  context'  and  try  to  blame  the  raped  women,  beheaded  baby,  or  the  murdered  grandmother. ",israel,
408,"Ben Sasse's Letter on Israel to Jewish Gators; A model of moral clarity, compared with the mush from the Ivy League.",2023-10-12," Sadly,  too  many  people  in  elite  academia  have  been  so  weakened  by  their  moral  confusion  that,  when  they  see  videos  of  raped  women,  hear  of  a  beheaded  baby,  or  learn  of  a  grandmother  murdered  in  her  home,  the  first  reaction  of  some  is  to  'provide  context'  and  try  to  blame  the  raped  women,  beheaded  baby,  or  the  murdered  grandmother. ",israel,
408,"Ben Sasse's Letter on Israel to Jewish Gators; A model of moral clarity, compared with the mush from the Ivy League.",2023-10-12," Sadly,  too  many  people  in  elite  academia  have  been  so  weakened  by  their  moral  confusion  that,  when  they  see  videos  of  raped  women,  hear  of  a  beheaded  baby,  or  learn  of  a  grandmother  murdered  in  her  home,  the  first  reaction  of  some  is  to  'provide  context'  and  try  to  blame  the  raped  women,  beheaded  baby,  or  the  murdered  grandmother. ",israel,
408,"Ben Sasse's Letter on Israel to Jewish Gators; A model of moral clarity, compared with the mush from the Ivy League.",2023-10-12," Sadly,  too  many  people  in  elite  academia  have  been  so  weakened  by  their  moral  confusion  that,  when  they  see  videos  of  raped  women,  hear  of  a  beheaded  baby,  or  learn  of  a  grandmother  murdered  in  her  home,  the  first  reaction  of  some  is  to  'provide  context'  and  try  to  blame  the  raped  women,  beheaded  baby,  or  the  murdered  grandmother. ",israel,
410,"Inside Meta, Debate Over What's Fair in Suppressing Comments in the Palestinian Territories; In trying to prevent Instagram and Facebook from contributing to further violence, Meta is juggling internal friction and limited tools",2023-10-21," 
After  Hamas  stormed  Israel  and  murdered  civilians  on  Oct.  7,  hateful  comments  from  the  region  surged  through  Instagram. ",israel,ACTIVE
410,"Inside Meta, Debate Over What's Fair in Suppressing Comments in the Palestinian Territories; In trying to prevent Instagram and Facebook from contributing to further violence, Meta is juggling internal friction and limited tools",2023-10-21,"
Meta  and  other  social-media  companies  have  come  under  scrutiny  from  multiple  camps  beginning  with  the  Oct.  7  attacks,  in  which  Hamas  killed  at  least  1,400  people  and  took  about  200  hostage,  according  to  Israeli  authorities. ",israel,ACTIVE
411,U.S. Push to Evacuate Americans From Gaza Falters Amid Egyptian Demands; Egypt wants aid for Gaza; Palestinians given temporary travel corridor; Pentagon sends second carrier group,2023-10-14,"
During  one  strike  in  the  past  day,  the  military  said  it  killed  the  head  of  Hamas's  aerial-systems  unit  that  was  responsible  for  coordinating  last  Saturday's  assaults  . ",palestine,ACTIVE
411,U.S. Push to Evacuate Americans From Gaza Falters Amid Egyptian Demands; Egypt wants aid for Gaza; Palestinians given temporary travel corridor; Pentagon sends second carrier group,2023-10-14," In  another  hit,  the  military  said  it  had  killed  a  commander  who  led  the  attack.
",palestine,ACTIVE
411,U.S. Push to Evacuate Americans From Gaza Falters Amid Egyptian Demands; Egypt wants aid for Gaza; Palestinians given temporary travel corridor; Pentagon sends second carrier group,2023-10-14,"""

In  total,  the  Israeli  air  force  has  said  it  dropped  at  least  6,000  bombs  on  Gaza  since  Hamas  killed  some  1,300  people,  mostly  civilians,  in  Israel  last  weekend  in  surprise  attacks  on  more  than  21  residential  communities  and  army  bases,  and  fired  thousands  of  rockets  at  Israeli  towns  and  cities. ",israel,ACTIVE
411,U.S. Push to Evacuate Americans From Gaza Falters Amid Egyptian Demands; Egypt wants aid for Gaza; Palestinians given temporary travel corridor; Pentagon sends second carrier group,2023-10-14,"
Gaza  health  authorities  say  about  2,215  Palestinians  have  been  killed  since  the  start  of  Israel's  bombardment,  more  than  half  of  them  women  and  children.
",palestine,PASSIVE
411,U.S. Push to Evacuate Americans From Gaza Falters Amid Egyptian Demands; Egypt wants aid for Gaza; Palestinians given temporary travel corridor; Pentagon sends second carrier group,2023-10-14," Hamas's  military  wing  said  Saturday  nine  hostages  had  died  in  the  past  24  hours,  as  a  result  of  the  Israeli  attacks.
",israel,ACTIVE
412,Israeli Embassy Employee Stabbed in Beijing by Foreign National; Daylight attack comes as global tensions flare between supporters of Israel and the Palestinians,2023-10-13,"
A  spokesman  for  China's  Foreign  Ministry  said  that  three  Chinese  citizens  had  been  so  far  confirmed  killed  in  the  conflict,  two  were  missing  and  several  others  have  been  wounded.
",israel,
413,"Biden to Visit Israel as U.S. Push for Border Opening Stalls; U.S. has been trying to get Americans out of Gaza, aid into Palestinian enclave by negotiating opening a border crossing with Egypt",2023-10-17,"
In  its  Oct.  7  attack,  Hamas  killed  at  least  1,400  Israelis  and  took  hundreds  of  hostages  . ",israel,ACTIVE
413,"Biden to Visit Israel as U.S. Push for Border Opening Stalls; U.S. has been trying to get Americans out of Gaza, aid into Palestinian enclave by negotiating opening a border crossing with Egypt",2023-10-17," It  is  unclear  if  that  includes  about  22  hostages  that  Hamas  says  have  been  killed  during  Israeli  airstrikes.
",israel,PASSIVE
413,"Biden to Visit Israel as U.S. Push for Border Opening Stalls; U.S. has been trying to get Americans out of Gaza, aid into Palestinian enclave by negotiating opening a border crossing with Egypt",2023-10-17,"
Hamas  on  Monday  released  a  video  of  one  of  the  hostages,  a  21-year-old  woman  named  Mia  Schem  who  was  injured  and  kidnapped  from  an  outdoor  music  festival  where  over  250  people  were  killed. ",israel,PASSIVE
413,"Biden to Visit Israel as U.S. Push for Border Opening Stalls; U.S. has been trying to get Americans out of Gaza, aid into Palestinian enclave by negotiating opening a border crossing with Egypt",2023-10-17," Meanwhile,  Israel  said  its  airstrikes  killed  Hamas'  chief  hostage  negotiator  as  well  as  the  head  of  the  militant  group's  general  intelligence  service.
",palestine,ACTIVE
413,"Biden to Visit Israel as U.S. Push for Border Opening Stalls; U.S. has been trying to get Americans out of Gaza, aid into Palestinian enclave by negotiating opening a border crossing with Egypt",2023-10-17,"
Mahmoud  Shalabi,  senior  program  manager  in  Gaza  for  Medical  Aid  for  Palestinians,  a  London-based  charity,  said  one  airstrike  in  southern  Gaza  overnight  killed  five  firefighters  who  were  trying  to  rescue  people  from  a  bombed  building,  and  another  killed  80  people,  most  of  whom  were  displaced  from  other  parts  of  Gaza.
",palestine,ACTIVE
413,"Biden to Visit Israel as U.S. Push for Border Opening Stalls; U.S. has been trying to get Americans out of Gaza, aid into Palestinian enclave by negotiating opening a border crossing with Egypt",2023-10-17,"
Mahmoud  Shalabi,  senior  program  manager  in  Gaza  for  Medical  Aid  for  Palestinians,  a  London-based  charity,  said  one  airstrike  in  southern  Gaza  overnight  killed  five  firefighters  who  were  trying  to  rescue  people  from  a  bombed  building,  and  another  killed  80  people,  most  of  whom  were  displaced  from  other  parts  of  Gaza.
",palestine,
416,"The Chaotic Urban Hellscape That Awaits Israel in a Gaza Invasion; Snipers, tunnels and rubble would make for an unpredictable and claustrophobic battlefield; 'spooky and weird'",2023-10-20," The  possible  invasion  would  pit  one  of  the  world's  strongest  militaries  against  highly  motivated  defenders  who  are  energized  by  their  successful  surprise  attack  on  Oct.  7  ,  when  Hamas  fighters  killed  more  than  1,400  people  and  grabbed  more  than  200  hostages.
",israel,ACTIVE
416,"The Chaotic Urban Hellscape That Awaits Israel in a Gaza Invasion; Snipers, tunnels and rubble would make for an unpredictable and claustrophobic battlefield; 'spooky and weird'",2023-10-20," It  has  dropped  thousands  of  bombs  on  thousands  of  targets,  laying  waste  to  entire  neighborhoods,  toppling  high-rise  apartment  buildings  and  killing  Hamas  leaders. ",palestine,ACTIVE
416,"The Chaotic Urban Hellscape That Awaits Israel in a Gaza Invasion; Snipers, tunnels and rubble would make for an unpredictable and claustrophobic battlefield; 'spooky and weird'",2023-10-20," More  than  3,750  Palestinians—mostly  women  and  children—have  already  been  killed,  according  to  the  Gaza  Health  Ministry,  and  that's  before  any  Israeli  ground  troops  enter  the  territory. ",palestine,PASSIVE
416,"The Chaotic Urban Hellscape That Awaits Israel in a Gaza Invasion; Snipers, tunnels and rubble would make for an unpredictable and claustrophobic battlefield; 'spooky and weird'",2023-10-20," Hamas  says  that  some  of  the  hostages  have  already  been  killed  by  Israeli  airstrikes.
",israel,PASSIVE
417,"Israel Works to Expel Hamas Intruders and Secure Border; More than 1,100 dead in total as firefights raged a day after militants poured into Israel",2023-10-09," At  least  413  Palestinians  have  been  killed  and  around  2,300  injured  in  Israeli  counterstrikes  on  Gaza,  according  to  the  Palestinian  Health  Ministry.
",palestine,PASSIVE
417,"Israel Works to Expel Hamas Intruders and Secure Border; More than 1,100 dead in total as firefights raged a day after militants poured into Israel",2023-10-09,"
It  isn't  clear  how  many  among  the  Palestinian  dead  were  militants,  but  Israel's  military  said  it  had  killed  hundreds  already. ",palestine,ACTIVE
417,"Israel Works to Expel Hamas Intruders and Secure Border; More than 1,100 dead in total as firefights raged a day after militants poured into Israel",2023-10-09," Abu  Obeida,  a  spokesman  for  the  armed  wing  of  Hamas,  said  the  militants  had  killed  more  Israelis  and  taken  additional  hostages  during  the  latest  clashes  with  the  military.
",israel,ACTIVE
417,"Israel Works to Expel Hamas Intruders and Secure Border; More than 1,100 dead in total as firefights raged a day after militants poured into Israel",2023-10-09,"
The  Palestinian  health  ministry  said  11  people,  including  a  number  of  militants,  had  been  killed  in  the  West  Bank  since  Saturday. ",palestine,PASSIVE
417,"Israel Works to Expel Hamas Intruders and Secure Border; More than 1,100 dead in total as firefights raged a day after militants poured into Israel",2023-10-09," Local  officials  and  media  said  most  of  them  were  killed  by  Israeli  security  forces  during  confrontations  at  checkpoints,  and  at  least  two  were  involved  in  attempted  attacks. ",palestine,PASSIVE
417,"Israel Works to Expel Hamas Intruders and Secure Border; More than 1,100 dead in total as firefights raged a day after militants poured into Israel",2023-10-09,"
Meanwhile,  in  the  Egyptian  coastal  city  of  Alexandria,  an  army  officer  shot  and  killed  two  Israelis  and  an  Egyptian  at  a  tourist  site  in  what  appeared  to  be  an  isolated  incident,  Egyptian  security  officials  said. ",israel,
421,Hamas Attacks Are the Beginning of the End for Netanyahu; His strong suit was security. He ended up presiding over a disastrous failure.,2023-10-10,"
Fifteen  days  later,  Hamas  mounted  a  surprise  terror  attack  that  killed  at  least  1,000  Israelis,  mostly  civilians,  and  wounded  at  least  3,400  more. ",israel,ACTIVE
422,"Antisemitism Among Muslim Migrants Unsettles a Germany Haunted by the Holocaust; Authorities prohibit pro-Palestinian demonstrations and displays of support for Hamas, as incidents of antisemitic crimes surge",2023-10-18,"
""When  the  killing  of  people  murdered  for  being  Jewish  is  celebrated  on  the  very  streets  where  the  Shoah  originated,  then  we  must  be  able  to  prosecute  those  who  do  this,""  he  said.
",israel,ACTIVE
426,Clashes Intensify as Israel Prepares Gaza Invasion; Foreign powers scramble to find diplomatic solution to the crisis,2023-10-15,"
The  developments  in  the  north  highlight  the  risks  of  the  conflict  spreading,  especially  as  Israel  prepares  for  an  unprecedented  ground  assault  against  Gaza  in  retaliation  for  last  week's  attack  by  Hamas  militants  that  killed  at  least  1,400  Israelis—the  worst  single-day  death  toll  for  Jews  since  the  Holocaust.
",israel,ACTIVE
426,Clashes Intensify as Israel Prepares Gaza Invasion; Foreign powers scramble to find diplomatic solution to the crisis,2023-10-15,"
An  Israeli  airstrike  in  southern  Gaza  killed  Billal  Al  Kedra,  a  Hamas  commander  responsible  for  a  massacre  at  Kibbutz  Nirim  on  Saturday,  the  Israel  Defense  Forces  said  on  Sunday. ",both,ACTIVE
426,Clashes Intensify as Israel Prepares Gaza Invasion; Foreign powers scramble to find diplomatic solution to the crisis,2023-10-15," Some  289  Israeli  soldiers  died  on  Oct.  7  and  afterwards,  they  said. ",israel,ACTIVE
426,Clashes Intensify as Israel Prepares Gaza Invasion; Foreign powers scramble to find diplomatic solution to the crisis,2023-10-15,"
Several  residents  in  southern  Gaza  were  killed  in  Israeli  strikes  in  the  past  48  hours,  according  to  local  Palestinian  media  and  officials. ",palestine,PASSIVE
426,Clashes Intensify as Israel Prepares Gaza Invasion; Foreign powers scramble to find diplomatic solution to the crisis,2023-10-15," That  includes  at  least  three  people  who  died  in  a  single  incident  midday  Sunday,  they  said.
",palestine,ACTIVE
